Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Brain-Vascular-Propofol-Concentration(ug/mL)	Fat-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Fat-Vascular-Propofol-Concentration(ug/mL)	LeftKidney-Tissue-Propofol-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Propofol-Concentration(ug/mL)	RightKidney-Tissue-Propofol-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Propofol-Concentration(ug/mL)	Liver-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Liver-Vascular-Propofol-Concentration(ug/mL)	Propofol-MassInBody(ug)	Propofol-PlasmaConcentration(ug/mL)	Propofol-RemainingSystemicMassCleared(ug)	Propofol-Kidneys-PartitionCoefficient	Propofol-Brain-PartitionCoefficient	Propofol-RightLung-PartitionCoefficient	Propofol-LeftLung-PartitionCoefficient	Propofol-Liver-PartitionCoefficient	Propofol-Bone-PartitionCoefficient	Propofol-Fat-PartitionCoefficient	Propofol-Skin-PartitionCoefficient	Propofol-Muscle-PartitionCoefficient	Propofol-Spleen-PartitionCoefficient	Propofol-Gut-PartitionCoefficient	Propofol-Myocardium-PartitionCoefficient	Propofol-Liver-MassCleared(ug)	Propofol-Liver-MassExcreted(ug)	Propofol-Kidneys-MassCleared(ug)	Propofol-Kidneys-MassExcreted(ug)	
116.278	78467.8	76.0563	82.3234	5147.17	34081.2	103.115	83.4285	103.664	59.2866	6261.22	738.158	5.89236	6.49335	0	0.753421	0.293787	0	2361.25	0.0367687	0	11.0537	0.824206	37.0489	33.0654	169344	1890.69	0.927932	0.0400333	0.0400333	214.562	176.843	40.8775	43.7539	37.0996	44.6513	1033.23	43.0267	44.917	1033.23	41.5388	44.9134	174.097	37.9904	2.53311	0	2.53311	0	0.841831	0.151336	0	0.915008	9.15586	2.88861	1.53136	3.87205	0	6.09823	0	6.09823	8.2327	2.2726	195139	8.23479	4763.66	160.384	420.467	39.2658	39.2658	263.242	460.242	595.543	200.648	161.796	165.69	333.622	104.854	17.0357	80.0519	0	nan
117.289	78467.8	77.1429	82.1114	5147.29	34081	82.3573	83.784	103.682	59.7706	6334.31	738.158	5.91701	6.49264	0	0.750747	0.293745	0	2361.25	0.0367687	0	11.0537	0.821841	37.0491	33.0657	177920	919.907	1.12875	0.0400333	0.0400333	212.202	174.397	40.6198	43.7107	36.9401	44.5848	1033.23	42.74	44.8061	1033.23	41.3108	44.7913	174.097	37.9904	2.5334	0	2.5334	0	0.782933	10.9722	0	0.913864	9.19156	2.84933	1.54106	3.81753	0	6.01488	0	6.01488	8.27386	2.24235	195126	8.11525	4775.29	160.384	420.467	39.2658	39.2658	263.242	460.242	595.543	200.648	161.796	165.69	333.622	104.854	17.3806	81.5677	0	nan
118.3	78467.8	77.1429	81.8528	5147.44	34080.9	66.2564	84.0001	103.982	59.9092	6314.36	738.158	5.80611	6.4702	0	0.748037	0.294752	0	2361.25	0.0367687	0	11.0537	0.819981	37.0492	33.066	126254	573.191	0.854608	0.0400333	0.0400333	210.385	172.512	40.4792	44.0327	36.7062	44.6293	1033.23	42.4525	44.8179	1033.23	41.0784	44.8059	174.097	37.9904	2.5329	0	2.5329	0	0.678581	-1.22188	0	0.912832	9.22289	2.81913	1.54958	3.77039	0	5.96701	0	5.96701	8.31345	2.21186	195113	8.01013	4786.71	160.384	420.467	39.2658	39.2658	263.242	460.242	595.544	200.648	161.796	165.69	333.622	104.854	17.7273	83.0537	0	nan
119.311	78467.8	77.1429	81.1914	5147.63	34080.7	96.788	83.956	103.84	59.9846	6263.34	738.158	5.8191	6.43897	0	0.744109	0.297284	0	2361.25	0.0367687	0	11.0537	0.824921	37.0494	33.0663	111667	1779.43	0.684561	0.0400333	0.0400333	215.306	177.61	40.2187	44.9267	36.6009	44.7305	1033.23	42.1747	44.9559	1033.23	40.8506	44.9517	174.097	37.9904	2.53296	0	2.53296	0	0.681218	-2.39883	0	0.911828	9.2535	2.80442	1.55784	3.72697	0	5.96174	0	5.96174	8.35222	2.18292	195099	7.91018	4797.93	160.384	420.467	39.2658	39.2658	263.242	460.242	595.544	200.649	161.796	165.691	333.622	104.854	18.0756	84.5369	0	nan
120.322	78467.8	77.1429	80.9726	5147.77	34080.6	96.0869	83.9469	103.795	60.0225	6246.45	738.158	5.89895	6.42775	0	0.740862	0.293283	0	2361.25	0.0367687	0	11.0537	0.821771	37.0496	33.0665	192247	1472.58	1.03944	0.0400333	0.0400333	212.151	174.339	39.9969	43.5139	36.3705	44.7565	1033.23	41.8938	44.9966	1033.23	40.6214	44.992	174.097	37.9904	2.53344	0	2.53344	0	0.777585	1.08766	0	0.910675	9.28933	2.77133	1.56744	3.67529	0	5.83286	0	5.83286	8.39179	2.15608	195087	7.79825	4808.97	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	18.4256	86.0785	0	nan
121.333	78467.8	77.1429	80.7837	5147.88	34080.5	74.0658	83.9553	103.783	60.0651	6231.88	738.158	5.82693	6.41839	0	0.738307	0.294756	0	2361.25	0.0367687	0	11.0537	0.819715	37.0498	33.0668	155365	704.309	1.01711	0.0400333	0.0400333	210.144	172.258	39.8049	43.9659	36.22	44.6955	1033.23	41.6325	44.8329	1033.23	40.4092	44.8159	174.097	37.9904	2.53316	0	2.53316	0	0.74738	-1.89554	0	0.909608	9.32125	2.73964	1.57602	3.62911	0	5.78275	0	5.78275	8.43001	2.12864	195074	7.69717	4819.81	160.384	420.467	39.2658	39.2658	263.242	460.242	595.543	200.648	161.796	165.69	333.622	104.854	18.7771	87.5949	0	nan
122.344	78467.8	77.1429	80.6215	5148.03	34080.3	61.562	83.9795	103.8	60.1124	6219.37	738.158	5.74853	6.41082	0	0.735784	0.295534	0	2361.25	0.0367687	0	11.0537	0.817782	37.05	33.067	106222	529.224	0.706867	0.0400333	0.0400333	208.292	170.338	39.6355	44.2137	36.1106	44.8116	1033.23	41.3643	44.9502	1033.23	40.1869	44.9417	174.097	37.9904	2.53282	0	2.53282	0	0.549465	-0.620926	0	0.908633	9.34997	2.71505	1.5837	3.58853	0	5.74167	0	5.74167	8.46689	2.10127	195061	7.60679	4830.48	160.384	420.467	39.2658	39.2658	263.242	460.242	595.544	200.648	161.796	165.69	333.622	104.854	19.1303	89.0847	0	nan
123.356	78467.8	78.2609	80.2766	5148.19	34080.1	103.536	84.6045	104.165	60.7708	6282.51	738.158	5.83361	6.39141	0	0.731234	0.294834	0	2361.25	0.0367687	0	11.0537	0.8215	37.0502	33.0673	172142	1884.32	0.943083	0.0400333	0.0400333	211.901	174.077	39.3208	43.9524	35.9644	44.835	1033.23	41.0979	45.0986	1033.23	39.9648	45.098	174.097	37.9904	2.53321	0	2.53321	0	0.742036	0.15582	0	0.907578	9.38313	2.69992	1.59249	3.54444	0	5.68552	0	5.68552	8.5043	2.07704	195049	7.51129	4840.98	160.384	420.467	39.2658	39.2658	263.241	460.242	595.543	200.648	161.796	165.69	333.622	104.854	19.485	90.6229	0	nan
124.367	78467.8	78.2609	79.8998	5148.27	34080.1	81.4842	84.59	104.11	60.8098	6253.03	738.158	5.84599	6.3745	0	0.728652	0.294815	0	2361.25	0.0367687	0	11.0537	0.819141	37.0504	33.0676	175894	890.613	1.12394	0.0400333	0.0400333	209.607	171.697	39.1286	43.9181	35.7323	44.7665	1033.23	40.8492	44.9363	1033.23	39.7609	44.9201	174.097	37.9904	2.53339	0	2.53339	0	0.727485	8.52944	0	0.906479	9.41595	2.66812	1.60121	3.49904	0	5.61838	0	5.61838	8.54135	2.05262	195037	7.41404	4851.31	160.384	420.467	39.2658	39.2658	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	19.8412	92.1722	0	nan
125.378	78467.8	78.2609	79.6358	5148.39	34079.9	65.487	84.5541	104.02	60.8367	6232.36	738.158	5.73767	6.36159	0	0.726109	0.295777	0	2361.25	0.0367687	0	11.0537	0.817202	37.0505	33.0678	122343	570.056	0.828249	0.0400333	0.0400333	207.759	169.781	39.0109	44.2279	35.6279	44.8148	1033.23	40.5922	45.0128	1033.23	39.5445	45.0043	174.097	37.9904	2.53288	0	2.53288	0	0.576207	-1.00414	0	0.905488	9.4446	2.64429	1.60882	3.4602	0	5.58233	0	5.58233	8.57697	2.02772	195025	7.32829	4861.47	160.384	420.467	39.2658	39.2658	263.242	460.242	595.543	200.648	161.796	165.69	333.622	104.854	20.199	93.6876	0	nan
126.389	78467.8	78.2609	79.2237	5148.54	34079.8	102.644	84.5242	103.926	60.8977	6200.11	738.158	5.77996	6.3409	0	0.721877	0.295996	0	2361.25	0.0367687	0	11.0537	0.821401	37.0507	33.0681	136745	1995.33	0.789268	0.0400333	0.0400333	211.823	173.991	38.7295	44.2969	35.5049	44.9132	1033.23	40.3427	45.1657	1033.23	39.3326	45.1662	174.097	37.9904	2.53302	0	2.53302	0	0.671253	-1.4298	0	0.904535	9.47407	2.63412	1.61656	3.4229	0	5.56109	0	5.56109	8.61224	2.0047	195013	7.24746	4871.49	160.384	420.467	39.2658	39.2658	263.242	460.242	595.544	200.648	161.796	165.69	333.622	104.854	20.5582	95.2132	0	nan
127.4	78467.8	78.2609	79.0488	5148.62	34079.7	89.1896	84.528	103.918	60.9316	6186.43	738.158	5.85601	6.33292	0	0.719075	0.294837	0	2361.25	0.0367687	0	11.0537	0.81847	37.0509	33.0683	190728	1167.55	1.08312	0.0400333	0.0400333	208.98	171.044	38.5583	43.8586	35.2747	44.8878	1033.23	40.0963	45.1514	1033.23	39.1245	45.147	174.097	37.9904	2.53353	0	2.53353	0	0.667853	1.23995	0	0.903462	9.50695	2.60476	1.62517	3.37986	0	5.47194	0	5.47194	8.64797	1.98294	195001	7.15842	4881.35	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	20.9189	96.7839	0	nan
128.411	78467.8	78.2609	78.8947	5148.71	34079.6	69.9553	84.544	103.935	60.9685	6174.37	738.158	5.73888	6.3266	0	0.716583	0.295943	0	2361.25	0.0367687	0	11.0537	0.816642	37.0511	33.0685	140269	632.392	0.92945	0.0400333	0.0400333	207.249	169.248	38.3419	44.2173	35.152	44.8854	1033.23	39.8596	45.0581	1033.23	38.9245	45.0479	174.097	37.9904	2.53292	0	2.53292	0	0.628257	-1.57442	0	0.902459	9.53566	2.58078	1.63269	3.34269	0	5.43795	0	5.43795	8.68235	1.96042	194989	7.07693	4891.06	160.384	420.467	39.2658	39.2658	263.242	460.242	595.543	200.648	161.796	165.69	333.622	104.854	21.2811	98.3199	0	nan
129.422	78467.8	79.4118	78.5517	5148.85	34079.5	94.8718	85.1514	104.297	61.6142	6237.93	738.158	5.7367	6.30984	0	0.712884	0.299845	0	2361.25	0.0367687	0	11.0537	0.821005	37.0513	33.0688	112215	1650.84	0.690112	0.0400333	0.0400333	211.453	173.604	38.0812	45.6013	34.963	44.9914	1033.23	39.6221	45.205	1033.23	38.7202	45.2042	174.097	37.9904	2.53286	0	2.53286	0	0.56379	-2.62399	0	0.901544	9.56301	2.57058	1.63981	3.30941	0	5.45232	0	5.45232	8.71593	1.93879	194978	7.00408	4900.64	160.384	420.468	39.2658	39.2658	263.242	460.243	595.544	200.649	161.796	165.691	333.622	104.854	21.6447	99.8444	0	nan
130.433	78467.8	79.4118	78.1886	5148.93	34079.4	94.5067	85.1291	104.239	61.6433	6209.09	738.158	5.82708	6.2942	0	0.709606	0.294976	0	2361.25	0.0367687	0	11.0537	0.817731	37.0515	33.069	194516	1391.32	1.05245	0.0400333	0.0400333	208.293	170.328	37.8962	43.8389	34.8263	45.0169	1033.23	39.3835	45.249	1033.23	38.5155	45.2473	174.097	37.9904	2.53337	0	2.53337	0	0.645098	1.2864	0	0.900522	9.59556	2.54622	1.64824	3.26925	0	5.3416	0	5.3416	8.7504	1.91939	194966	6.92423	4910.08	160.384	420.467	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	22.0098	101.433	0	nan
131.444	78467.8	79.4118	77.9448	5148.99	34079.3	72.2526	85.0887	104.148	61.6635	6189.74	738.158	5.73284	6.28239	0	0.707204	0.296264	0	2361.25	0.0367687	0	11.0537	0.815759	37.0517	33.0693	148588	671.399	0.976134	0.0400333	0.0400333	206.438	168.403	37.723	44.2604	34.6836	44.9597	1033.23	39.1594	45.1219	1033.23	38.324	45.1114	174.097	37.9904	2.5329	0	2.5329	0	0.621249	-1.84745	0	0.899509	9.6241	2.52281	1.65565	3.23395	0	5.30917	0	5.30917	8.78366	1.89893	194955	6.84672	4919.39	160.384	420.467	39.2658	39.2658	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	22.3762	102.99	0	nan
132.456	78467.8	79.4118	77.5656	5149.11	34079.2	82.7338	85.0508	104.051	61.7122	6159.62	738.158	5.70441	6.26364	0	0.704247	0.306634	0	2361.25	0.0367687	0	11.0537	0.818664	37.0518	33.0695	103943	1120.83	0.654446	0.0400333	0.0400333	209.2	171.264	37.5809	47.9984	34.5159	45.0692	1033.23	38.9322	45.255	1033.23	38.1255	45.253	174.097	37.9904	2.53272	0	2.53272	0	0.504338	-2.71034	0	0.898618	9.65001	2.51067	1.66233	3.20352	0	5.33268	0	5.33268	8.81587	1.87861	194944	6.77986	4928.57	160.384	420.469	39.2659	39.2659	263.243	460.244	595.546	200.649	161.796	165.691	333.623	104.854	22.744	104.521	0	nan
133.467	78467.8	79.4118	77.4256	5149.2	34079.1	98.8355	85.0579	104.039	61.747	6148.5	738.158	5.79381	6.25648	0	0.700299	0.295687	0	2361.25	0.0367687	0	11.0537	0.817061	37.052	33.0697	191906	1575.39	1.03582	0.0400333	0.0400333	207.676	169.684	37.3404	44.0424	34.379	45.0943	1033.23	38.703	45.3385	1033.23	37.9257	45.3387	174.097	37.9904	2.53317	0	2.53317	0	0.648494	0.974299	0	0.897676	9.68146	2.49338	1.67037	3.1673	0	5.22805	0	5.22805	8.84899	1.86114	194933	6.71037	4937.62	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	23.1132	106.118	0	nan
134.478	78467.8	79.4118	77.3072	5149.25	34079.1	74.6157	85.0806	104.054	61.7875	6139.1	738.158	5.72435	6.25083	0	0.697921	0.296543	0	2361.25	0.0367687	0	11.0537	0.814854	37.0522	33.0699	156585	718.21	1.01997	0.0400333	0.0400333	205.615	167.546	37.1966	44.2913	34.1676	45.0334	1033.23	38.4899	45.1794	1033.23	37.7415	45.1674	174.097	37.9904	2.53283	0	2.53283	0	0.611737	-1.99086	0	0.896672	9.70973	2.47038	1.67761	3.13405	0	5.19189	0	5.19189	8.88112	1.8426	194922	6.63774	4946.56	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	23.4837	107.69	0	nan
135.489	78467.8	80.597	77.1328	5149.35	34079	71.0689	85.5126	104.147	62.3557	6216.67	738.158	5.67512	6.2507	0	0.695593	0.311289	0	2361.25	0.0367687	0	11.0537	0.81485	37.0524	33.0702	106387	728.993	0.666954	0.0400333	0.0400333	205.617	167.547	37.0635	49.5025	34.1094	45.1466	1033.23	38.2702	45.31	1033.23	37.5468	45.3072	174.097	37.9904	2.53253	0	2.53253	0	0.48234	-2.23028	0	0.89579	9.73492	2.45533	1.68402	3.10551	0	5.19496	0	5.19496	8.91214	1.82373	194912	6.57509	4955.38	160.384	420.468	39.2658	39.2658	263.242	460.243	595.545	200.649	161.796	165.691	333.622	104.854	23.8555	109.229	0	nan
136.5	78467.8	80.597	76.9725	5149.42	34078.9	100.269	85.7684	104.485	62.5122	6203.76	738.158	5.77013	6.23217	0	0.691031	0.296426	0	2361.25	0.0367687	0	11.0537	0.816025	37.0526	33.0704	191792	1627.13	1.03619	0.0400333	0.0400333	206.72	168.688	36.7856	44.221	33.903	45.1714	1033.23	38.0486	45.419	1033.23	37.3507	45.4203	174.097	37.9904	2.53299	0	2.53299	0	0.619405	0.878397	0	0.894904	9.76566	2.44338	1.6918	3.07235	0	5.12076	0	5.12076	8.9441	1.80809	194901	6.51322	4964.09	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	24.2287	110.837	0	nan
137.511	78467.8	80.597	76.6379	5149.45	34078.9	74.8676	85.755	104.433	62.5449	6176.78	738.158	5.70542	6.21698	0	0.688698	0.296967	0	2361.25	0.0367687	0	11.0537	0.813749	37.0528	33.0706	157340	721.949	1.0243	0.0400333	0.0400333	204.614	166.504	36.5829	44.3714	33.7722	45.1106	1033.23	37.8439	45.2624	1033.23	37.1719	45.2516	174.097	37.9904	2.53266	0	2.53266	0	0.580104	-1.98899	0	0.893906	9.79348	2.42172	1.69886	3.0412	0	5.08607	0	5.08607	8.97522	1.79117	194890	6.44472	4972.69	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	24.6032	112.424	0	nan
138.522	78467.8	80.597	76.2158	5149.54	34078.8	77.2793	85.6789	104.258	62.5811	6142.77	738.158	5.66388	6.19517	0	0.686137	0.310613	0	2361.25	0.0367687	0	11.0537	0.815221	37.053	33.0708	106513	909.069	0.66704	0.0400333	0.0400333	205.983	167.922	36.4169	49.2007	33.5832	45.2235	1033.23	37.6327	45.4014	1033.23	36.9825	45.4002	174.097	37.9904	2.53239	0	2.53239	0	0.470722	-2.4562	0	0.893046	9.81811	2.40987	1.70508	3.0149	0	5.10525	0	5.10525	9.00527	1.77386	194880	6.3868	4981.19	160.384	420.469	39.2659	39.2659	263.243	460.244	595.546	200.649	161.797	165.691	333.623	104.854	24.9789	113.978	0	nan
139.533	78467.8	80.597	76.0459	5149.6	34078.7	98.8103	85.6581	104.204	62.6022	6129.07	738.158	5.75883	6.18616	0	0.681901	0.296358	0	2361.25	0.0367687	0	11.0537	0.814795	37.0532	33.0711	192776	1569.78	1.04061	0.0400333	0.0400333	205.593	167.517	36.2011	44.1475	33.4159	45.2482	1033.23	37.4203	45.4938	1033.23	36.7926	45.4954	174.097	37.9904	2.53285	0	2.53285	0	0.589895	0.983974	0	0.892209	9.84805	2.39762	1.71258	2.98411	0	5.01982	0	5.01982	9.0362	1.75952	194869	6.33123	4989.58	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	25.356	115.598	0	nan
140.544	78467.8	80.597	75.8942	5149.62	34078.7	74.1187	85.6485	104.172	62.626	6116.84	738.158	5.68391	6.17843	0	0.679614	0.297412	0	2361.25	0.0367687	0	11.0537	0.812563	37.0534	33.0713	154643	709.251	1.00798	0.0400333	0.0400333	203.55	165.397	36.055	44.461	33.366	45.1885	1033.23	37.2234	45.3451	1033.23	36.6172	45.3355	174.097	37.9904	2.53245	0	2.53245	0	0.556059	-1.95702	0	0.891238	9.87492	2.37787	1.71932	2.95565	0	4.99027	0	4.99027	9.06624	1.7439	194859	6.26791	4997.88	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	25.7343	117.192	0	nan
141.556	78467.8	80.597	75.6485	5149.71	34078.6	83.1315	85.6647	104.172	62.6843	6097.04	738.158	5.65102	6.16698	0	0.676723	0.307818	0	2361.25	0.0367687	0	11.0537	0.815088	37.0535	33.0715	107335	1117.79	0.669819	0.0400333	0.0400333	205.88	167.81	35.8786	48.2133	33.1903	45.2999	1033.23	37.0196	45.4862	1033.23	36.433	45.4857	174.097	37.9904	2.5322	0	2.5322	0	0.472726	-2.73761	0	0.890418	9.89902	2.36877	1.72533	2.93157	0	5.01832	0	5.01832	9.0953	1.72806	194849	6.21527	5006.08	160.384	420.469	39.2659	39.2659	263.243	460.244	595.546	200.649	161.796	165.691	333.623	104.854	26.1138	118.754	0	nan
142.567	78467.8	80.597	75.5531	5149.76	34078.5	97.1817	85.69	104.201	62.7195	6089.36	738.158	5.74464	6.16319	0	0.672823	0.296422	0	2361.25	0.0367687	0	11.0537	0.813497	37.0537	33.0717	194233	1504.12	1.04822	0.0400333	0.0400333	204.417	166.292	35.655	44.0876	32.9644	45.3246	1033.23	36.815	45.5627	1033.23	36.2477	45.5641	174.097	37.9904	2.53265	0	2.53265	0	0.576537	1.11861	0	0.889625	9.92835	2.35541	1.73258	2.90283	0	4.92648	0	4.92648	9.12523	1.71498	194839	6.16509	5014.19	160.384	420.467	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	26.4946	120.383	0	nan
143.578	78467.8	80.597	75.4738	5149.77	34078.5	73.4827	85.7256	104.248	62.7586	6082.97	738.158	5.65766	6.16056	0	0.670577	0.297825	0	2361.25	0.0367687	0	11.0537	0.811373	37.0539	33.0719	152362	697.791	0.994046	0.0400333	0.0400333	202.494	164.298	35.4645	44.5388	32.8184	45.2663	1033.23	36.6243	45.427	1033.23	36.0755	45.4188	174.097	37.9904	2.53217	0	2.53217	0	0.531941	-1.84875	0	0.888679	9.95444	2.33713	1.73905	2.87668	0	4.9021	0	4.9021	9.15425	1.7006	194829	6.10625	5022.21	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	26.8766	121.982	0	nan
144.589	78467.8	81.8182	75.3553	5149.85	34078.5	92.4673	86.1698	104.382	63.3278	6165.43	738.158	5.64047	6.16561	0	0.667166	0.303413	0	2361.25	0.0367687	0	11.0537	0.815037	37.0541	33.0721	114202	1497.94	0.700203	0.0400333	0.0400333	205.854	167.779	35.3091	46.5358	32.7122	45.376	1033.23	36.4268	45.5778	1033.23	35.8952	45.5792	174.097	37.9904	2.53198	0	2.53198	0	0.477698	-2.72801	0	0.887905	9.97836	2.33121	1.74494	2.85438	0	4.93088	0	4.93088	9.18245	1.6863	194819	6.0588	5030.14	160.384	420.468	39.2658	39.2658	263.242	460.243	595.545	200.649	161.796	165.691	333.622	104.854	27.2597	123.555	0	nan
145.6	78467.8	81.8182	75.2138	5149.87	34078.4	93.288	86.4316	104.737	63.4825	6153.86	738.158	5.73952	6.14938	0	0.663833	0.297149	0	2361.25	0.0367687	0	11.0537	0.811993	37.0543	33.0723	196683	1316.36	1.0654	0.0400333	0.0400333	203.068	164.89	35.0749	44.2598	32.5756	45.3947	1033.23	36.2298	45.6223	1033.23	35.7151	45.623	174.097	37.9904	2.53249	0	2.53249	0	0.533181	1.41227	0	0.887105	10.0074	2.31523	1.75206	2.82697	0	4.84066	0	4.84066	9.21158	1.67439	194809	6.01042	5037.99	160.384	420.467	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	27.6441	125.199	0	nan
146.611	78467.8	81.8182	74.9105	5149.88	34078.4	70.9405	86.4221	104.695	63.512	6129.04	738.158	5.62388	6.13616	0	0.661614	0.298372	0	2361.25	0.0367687	0	11.0537	0.809998	37.0545	33.0725	142890	653.868	0.940189	0.0400333	0.0400333	201.286	163.041	34.9663	44.6635	32.4604	45.3472	1033.23	36.0436	45.5314	1033.23	35.5452	45.5262	174.097	37.9904	2.53182	0	2.53182	0	0.496576	-1.43556	0	0.88618	10.0325	2.29924	1.75824	2.80313	0	4.82263	0	4.82263	9.23971	1.66098	194799	5.95539	5045.76	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	28.0297	126.805	0	nan
147.622	78467.8	81.8182	74.5501	5149.94	34078.4	102.392	86.3535	104.532	63.5458	6099.56	738.158	5.64873	6.11706	0	0.65766	0.299317	0	2361.25	0.0367687	0	11.0537	0.813585	37.0547	33.0727	137711	1945.9	0.797849	0.0400333	0.0400333	204.533	166.405	34.7554	44.9877	32.2822	45.4517	1033.23	35.8516	45.6995	1033.23	35.3675	45.7047	174.097	37.9904	2.53182	0	2.53182	0	0.522586	-1.64328	0	0.885483	10.057	2.29636	1.7642	2.78193	0	4.82839	0	4.82839	9.26737	1.64831	194790	5.91445	5053.45	160.384	420.467	39.2658	39.2658	263.242	460.242	595.543	200.648	161.796	165.69	333.622	104.854	28.4165	128.403	0	nan
148.633	78467.8	81.8182	74.3973	5149.94	34078.4	87.2197	86.3305	104.477	63.5628	6087.05	738.158	5.71271	6.10895	0	0.654991	0.297875	0	2361.25	0.0367687	0	11.0537	0.810521	37.0549	33.0729	187468	1071.29	1.15556	0.0400333	0.0400333	201.766	163.536	34.6149	44.4485	32.1315	45.3871	1033.23	35.6642	45.6787	1033.23	35.1953	45.6782	174.097	37.9904	2.5322	0	2.5322	0	0.49395	1.02438	0	0.884646	10.0849	2.27865	1.77099	2.75661	0	4.76497	0	4.76497	9.29564	1.63701	194780	5.86599	5061.06	160.384	420.467	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	28.8044	130.053	0	nan
149.644	78467.8	81.8182	74.2555	5149.95	34078.3	67.8634	86.3144	104.438	63.5799	6075.45	738.158	5.59196	6.10189	0	0.652801	0.298922	0	2361.25	0.0367687	0	11.0537	0.808556	37.0551	33.0731	130447	613.186	0.867783	0.0400333	0.0400333	200.034	161.739	34.5316	44.7924	31.9457	45.4283	1033.23	35.4828	45.6286	1033.23	35.0273	45.6257	174.097	37.9904	2.53146	0	2.53146	0	0.444808	-0.999115	0	0.883777	10.1087	2.26497	1.77679	2.73533	0	4.75005	0	4.75005	9.3228	1.62432	194771	5.81641	5068.59	160.384	420.467	39.2657	39.2657	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	29.1935	131.658	0	nan
