Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	Brain-Vascular-Succinylcholine-Concentration(ug/mL)	Fat-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	Fat-Vascular-Succinylcholine-Concentration(ug/mL)	LeftKidney-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Succinylcholine-Concentration(ug/mL)	RightKidney-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Succinylcholine-Concentration(ug/mL)	Liver-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	Liver-Vascular-Succinylcholine-Concentration(ug/mL)	Succinylcholine-MassInBody(ug)	Succinylcholine-PlasmaConcentration(ug/mL)	Succinylcholine-RemainingSystemicMassCleared(ug)	Succinylcholine-Kidneys-PartitionCoefficient	Succinylcholine-Brain-PartitionCoefficient	Succinylcholine-RightLung-PartitionCoefficient	Succinylcholine-LeftLung-PartitionCoefficient	Succinylcholine-Liver-PartitionCoefficient	Succinylcholine-Bone-PartitionCoefficient	Succinylcholine-Fat-PartitionCoefficient	Succinylcholine-Skin-PartitionCoefficient	Succinylcholine-Muscle-PartitionCoefficient	Succinylcholine-Spleen-PartitionCoefficient	Succinylcholine-Gut-PartitionCoefficient	Succinylcholine-Myocardium-PartitionCoefficient	Succinylcholine-Liver-MassCleared(ug)	Succinylcholine-Liver-MassExcreted(ug)	Succinylcholine-Kidneys-MassCleared(ug)	Succinylcholine-Kidneys-MassExcreted(ug)	
89.9889	78467.8	72.973	75.9398	5099.11	34129.1	110.739	95.354	114.128	71.1664	5541.55	738.158	5.25343	6.37817	0	0.858995	0.291114	0	2361.25	0.0367687	0	11.0537	0.832289	37.0476	33.0234	217112	1729.33	1.10951	0.044379	0.044379	222.909	185.525	50.9287	43.4965	40.1802	44.378	1033.23	57.2457	44.6126	1033.23	51.9163	44.5923	174.097	37.9905	2.5601	0	2.5601	0	2.02906	0.936314	0.931879	0	3.27502	4.27909	0.52887	4.45672	0	6.06632	0	6.06632	2.54902	4.0227	46639	7.94936	53361	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
91	78467.8	73.9726	75.532	5098.86	34129.3	92.3355	95.8051	114.219	71.8465	5587.3	738.158	5.20459	6.36741	0	0.856213	0.291355	0	2361.25	0.0367687	0	11.0537	0.829993	37.0478	33.0234	202110	1048.89	1.21515	0.0446023	0.0446023	220.434	182.959	50.5965	43.542	40.0066	44.3205	1033.23	56.6088	44.449	1033.23	51.4166	44.4139	174.097	37.9905	2.56038	0	2.56038	0	1.95856	2.54056	0.930791	0	3.28905	4.207	0.537568	4.3891	0	5.91377	0	5.91377	2.57851	3.98754	46416	7.81524	53584	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
92.0111	78467.8	73.9726	75.0482	5098.63	34129.5	79.6089	96.132	114.611	72.1206	5551.51	738.158	5.10779	6.33775	0	0.853463	0.291905	0	2361.25	0.0367687	0	11.0537	0.828733	37.048	33.0234	163790	792.315	1.00054	0.044637	0.044637	219.101	181.576	50.223	43.7124	39.9986	44.3737	1033.23	55.973	44.5593	1033.23	50.9145	44.5334	174.097	37.9905	2.56025	0	2.56025	0	1.35109	-1.02906	0.929726	0	3.30145	4.14405	0.545591	4.32623	0	5.78107	0	5.78107	2.60668	3.95325	46197.6	7.68791	53802.4	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
93.0222	78467.8	73.9726	74.0868	5098.42	34129.7	91.6224	96.2319	114.581	72.3972	5480.4	738.158	5.09152	6.29184	0	0.849943	0.300684	0	2361.25	0.0367687	0	11.0537	0.832931	37.0482	33.0234	134623	1184.38	0.761758	0.0445852	0.0445852	223.626	186.265	49.8314	46.8618	39.8041	44.4805	1033.23	55.3899	44.6595	1033.23	50.4523	44.6387	174.097	37.9905	2.5606	0	2.5606	0	1.23187	-2.23856	0.928704	0	3.31278	4.09091	0.553187	4.26676	0	5.69511	0	5.69511	2.6337	3.91999	45983.5	7.56945	54016.5	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
94.0333	78467.8	75	73.7167	5098.18	34130	114.328	96.6272	114.589	73.0475	5528.75	738.158	5.13845	6.27964	0	0.845172	0.29229	0	2361.25	0.0367687	0	11.0537	0.831487	37.0484	33.0234	206530	1871.28	1.05746	0.0455997	0.0455997	222.053	184.634	49.2569	43.7969	39.7254	44.5136	1033.23	54.7712	44.748	1033.23	49.973	44.7299	174.097	37.9905	2.56141	0	2.56141	0	1.81966	0.56689	0.927715	0	3.32514	4.03028	0.561696	4.19942	0	5.48144	0	5.48144	2.66059	3.8864	45773.8	7.4579	54226.2	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
95.0444	78467.8	75	73.2657	5097.88	34130.3	96.5448	96.9303	114.921	73.3124	5494.93	738.158	5.12828	6.24825	0	0.842277	0.29189	0	2361.25	0.0367687	0	11.0537	0.829019	37.0486	33.0233	207386	1149.28	1.23006	0.0464634	0.0464634	219.415	181.899	48.8032	43.6347	39.607	44.4547	1033.23	54.1892	44.6425	1033.23	49.5251	44.6133	174.097	37.9905	2.56196	0	2.56196	0	1.58641	9.86731	0.926606	0	3.33646	3.96505	0.569865	4.13311	0	5.33898	0	5.33898	2.68651	3.85282	45568.2	7.33649	54431.8	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
96.0556	78467.8	75	72.7037	5097.61	34130.5	82.244	96.956	114.884	73.424	5452.78	738.158	5.02619	6.22156	0	0.839471	0.292472	0	2361.25	0.0367687	0	11.0537	0.827728	37.0489	33.0233	170177	837.613	1.02949	0.0458776	0.0458776	218.061	180.495	48.6912	43.8167	39.4582	44.5062	1033.23	53.6109	44.6782	1033.23	49.0793	44.6529	174.097	37.9905	2.56173	0	2.56173	0	1.30995	-1.20991	0.925512	0	3.34629	3.90865	0.577308	4.07235	0	5.22441	0	5.22441	2.71118	3.8203	45366.8	7.22018	54633.2	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
97.0667	78467.8	75	71.8843	5097.36	34130.8	86.6614	96.9517	114.756	73.6116	5391.32	738.158	5.00181	6.18038	0	0.836336	0.303564	0	2361.25	0.0367687	0	11.0537	0.829826	37.0491	33.0233	137168	1008.74	0.768831	0.0451001	0.0451001	220.281	182.795	48.2297	47.7012	39.36	44.6159	1033.23	53.0783	44.7786	1033.23	48.6653	44.7584	174.097	37.9905	2.562	0	2.562	0	1.08294	-2.17707	0.924461	0	3.3551	3.86036	0.584258	4.01558	0	5.14667	0	5.14667	2.73476	3.78889	45169.2	7.11164	54830.8	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
98.0778	78467.8	76.0563	71.5324	5097.09	34131	114.499	97.3056	114.752	74.2199	5440.49	738.158	5.05402	6.16992	0	0.831111	0.292945	0	2361.25	0.0367687	0	11.0537	0.830032	37.0493	33.0232	207050	1852.44	1.05644	0.0462471	0.0462471	220.504	183.025	47.7665	43.9315	39.2146	44.6486	1033.23	52.5183	44.8738	1033.23	48.2373	44.8568	174.097	37.9905	2.5628	0	2.5628	0	1.61784	0.573063	0.923457	0	3.36469	3.80823	0.592054	3.95171	0	4.96612	0	4.96612	2.75819	3.75728	44975.4	7.01066	55024.6	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
99.0889	78467.8	76.0563	71.0949	5096.76	34131.4	95.7941	97.5704	115.076	74.4405	5407.22	738.158	5.0357	6.14121	0	0.828206	0.292553	0	2361.25	0.0367687	0	11.0537	0.827675	37.0495	33.0232	204663	1113.16	1.21631	0.0475639	0.0475639	218.019	180.449	47.3263	43.7719	39.0252	44.589	1033.23	51.9921	44.7257	1033.23	47.8414	44.6947	174.097	37.9905	2.56323	0	2.56323	0	1.51719	6.40037	0.922327	0	3.37343	3.75027	0.59954	3.88884	0	4.84245	0	4.84245	2.78076	3.72572	44785.3	6.90029	55214.7	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
100.1	78467.8	76.0563	70.5625	5096.46	34131.7	81.3896	97.5551	115.037	74.497	5366.73	738.158	4.93724	6.11753	0	0.825428	0.293123	0	2361.25	0.0367687	0	11.0537	0.826361	37.0497	33.0231	165546	827.137	0.998086	0.0465419	0.0465419	216.659	179.039	46.9716	43.9496	38.9498	44.6435	1033.23	51.4652	44.8158	1033.23	47.4396	44.7927	174.097	37.9905	2.56297	0	2.56297	0	1.10846	-0.987972	0.921217	0	3.38093	3.70055	0.606322	3.83166	0	4.74314	0	4.74314	2.8022	3.69534	44598.9	6.79489	55401.1	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
101.111	78467.8	77.1429	69.879	5096.18	34131.9	106.564	97.8656	114.919	75.1693	5390.67	738.158	4.94584	6.08812	0	0.820856	0.296248	0	2361.25	0.0367687	0	11.0537	0.831011	37.0499	33.023	150677	1726.11	0.821567	0.0454124	0.0454124	221.569	184.126	46.5721	45.0421	38.7774	44.7498	1033.23	50.9742	44.9434	1033.23	47.062	44.9276	174.097	37.9905	2.56338	0	2.56338	0	1.20874	-1.92589	0.920178	0	3.38783	3.66052	0.612851	3.7771	0	4.66636	0	4.66636	2.82279	3.66611	44416	6.69884	55584	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
102.122	78467.8	77.1429	69.4845	5095.85	34132.3	109.481	98.1352	115.232	75.3954	5360.23	738.158	5.00323	6.05915	0	0.81695	0.292619	0	2361.25	0.0367687	0	11.0537	0.827699	37.0502	33.0229	218350	1595.27	1.10758	0.0475694	0.0475694	218.057	180.486	46.2605	43.7143	38.5971	44.7829	1033.23	50.4637	44.9828	1033.23	46.6774	44.966	174.097	37.9905	2.56423	0	2.56423	0	1.38683	1.04869	0.91911	0	3.39524	3.60823	0.620148	3.71493	0	4.50628	0	4.50628	2.84326	3.63604	44236.4	6.60277	55763.6	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
103.133	78467.8	77.1429	68.9879	5095.5	34132.6	90.1343	98.1281	115.184	75.4625	5321.92	738.158	4.92683	6.03493	0	0.814193	0.293377	0	2361.25	0.0367687	0	11.0537	0.82599	37.0504	33.0229	190109	966.738	1.13431	0.0486991	0.0486991	216.29	178.654	45.9945	43.9642	38.4797	44.7306	1033.23	49.9849	44.8536	1033.23	46.319	44.8267	174.097	37.9905	2.56414	0	2.56414	0	1.30623	-1.80882	0.91796	0	3.4016	3.55877	0.626832	3.65729	0	4.4119	0	4.4119	2.86275	3.60678	44060.1	6.50207	55939.9	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
104.144	78467.8	77.1429	68.6089	5095.18	34132.9	77.1549	98.0859	115.09	75.5097	5292.68	738.158	4.8529	6.01558	0	0.81142	0.29389	0	2361.25	0.0367687	0	11.0537	0.824649	37.0506	33.0228	149809	776.453	0.866539	0.0468514	0.0468514	214.924	177.237	45.7522	44.1227	38.322	44.8526	1033.23	49.5196	44.9655	1033.23	45.9643	44.946	174.097	37.9905	2.56398	0	2.56398	0	0.854001	-0.510853	0.916847	0	3.40704	3.51621	0.632904	3.60483	0	4.32608	0	4.32608	2.88125	3.57875	43887.1	6.40722	56112.9	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
105.156	78467.8	78.2609	68.0067	5094.87	34133.2	115.338	98.391	115.014	76.1503	5322.27	738.158	4.91502	5.99122	0	0.806064	0.294214	0	2361.25	0.0367687	0	11.0537	0.827858	37.0508	33.0227	194943	1948.47	0.999954	0.0460882	0.0460882	218.236	180.668	45.1304	44.2072	38.1415	44.883	1033.23	49.0534	45.1003	1033.23	45.6111	45.0876	174.097	37.9905	2.56472	0	2.56472	0	1.32642	0.112396	0.915827	0	3.41258	3.47824	0.639374	3.5495	0	4.22055	0	4.22055	2.89939	3.5511	43717.1	6.32256	56282.9	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
106.167	78467.8	78.2609	67.6305	5094.49	34133.6	97.8441	98.6448	115.338	76.3511	5292.83	738.158	4.91629	5.96543	0	0.803067	0.293641	0	2361.25	0.0367687	0	11.0537	0.825429	37.051	33.0226	206857	1145.22	1.21943	0.0492299	0.0492299	215.728	178.068	44.8323	43.9827	38.113	44.8221	1033.23	48.6056	44.9688	1033.23	45.2771	44.9428	174.097	37.9905	2.56519	0	2.56519	0	1.22471	8.70498	0.914676	0	3.41784	3.43003	0.645932	3.49195	0	4.11476	0	4.11476	2.91704	3.52306	43550.1	6.22938	56449.9	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
107.178	78467.8	78.2609	67.1599	5094.14	34134	82.0753	98.6204	115.303	76.3831	5255.99	738.158	4.81588	5.94435	0	0.800317	0.294231	0	2361.25	0.0367687	0	11.0537	0.824039	37.0513	33.0225	164531	833.282	0.985205	0.0484811	0.0484811	214.321	176.609	44.668	44.168	37.9285	44.8778	1033.23	48.1602	45.0443	1033.23	44.9393	45.0253	174.097	37.9905	2.56479	0	2.56479	0	0.923794	-0.889587	0.913534	0	3.42219	3.38907	0.651797	3.44038	0	4.03686	0	4.03686	2.93373	3.4963	43386.2	6.13948	56613.8	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
108.189	78467.8	79.4118	66.5281	5093.81	34134.3	113.037	98.8612	115.161	76.9777	5283.12	738.158	4.84784	5.92006	0	0.795384	0.295484	0	2361.25	0.0367687	0	11.0537	0.827583	37.0515	33.0224	169587	1932.76	0.894332	0.0463549	0.0463549	217.962	180.382	44.2255	44.5864	37.7473	44.9827	1033.23	47.7348	45.1883	1033.23	44.6163	45.1773	174.097	37.9905	2.56525	0	2.56525	0	1.15628	-1.05789	0.912484	0	3.42622	3.35619	0.657581	3.39011	0	3.9609	0	3.9609	2.94982	3.47046	43225	6.05884	56775	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
109.2	78467.8	79.4118	66.1945	5093.42	34134.7	102.651	99.1172	115.464	77.1855	5256.62	738.158	4.89351	5.8936	0	0.792081	0.293999	0	2361.25	0.0367687	0	11.0537	0.824661	37.0517	33.0223	214011	1308.12	1.20432	0.048715	0.048715	214.958	177.268	43.9019	44.0344	37.6181	44.935	1033.23	47.3053	45.1779	1033.23	44.2942	45.1626	174.097	37.9905	2.566	0	2.566	0	1.04374	0.930942	0.911349	0	3.4303	3.31163	0.663871	3.33422	0	3.84817	0	3.84817	2.9657	3.44381	43066.6	5.97383	56933.4	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
110.211	78467.8	79.4118	65.7464	5093.04	34135.1	84.8654	99.0961	115.413	77.2281	5221.03	738.158	4.78485	5.87138	0	0.789396	0.294657	0	2361.25	0.0367687	0	11.0537	0.823206	37.0519	33.0221	172384	862.775	1.02748	0.0500554	0.0500554	213.496	175.751	43.6479	44.2438	37.4277	44.973	1033.23	46.8956	45.1292	1033.23	43.9864	45.1111	174.097	37.9905	2.56546	0	2.56546	0	0.92882	-1.14706	0.910187	0	3.43361	3.27283	0.669482	3.28415	0	3.7769	0	3.7769	2.9807	3.41836	42911	5.88898	57089	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
111.222	78467.8	79.4118	65.1405	5092.69	34135.4	108.842	98.9964	115.23	77.2808	5172.92	738.158	4.79538	5.83879	0	0.78486	0.297181	0	2361.25	0.0367687	0	11.0537	0.826747	37.0521	33.022	156028	1761.21	0.837696	0.0471184	0.0471184	217.107	179.493	43.2735	45.1202	37.3087	45.0817	1033.23	46.5009	45.2719	1033.23	43.6855	45.262	174.097	37.9905	2.56573	0	2.56573	0	0.987706	-1.7101	0.90911	0	3.43649	3.2429	0.674802	3.23723	0	3.72101	0	3.72101	2.99503	3.39406	42758	5.81237	57242	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
112.233	78467.8	79.4118	64.9014	5092.3	34135.8	105.457	98.9797	115.194	77.32	5153.94	738.158	4.85618	5.82605	0	0.781238	0.294391	0	2361.25	0.0367687	0	11.0537	0.823768	37.0524	33.0219	217864	1434.16	1.12206	0.0480034	0.0480034	214.069	176.343	43.1054	44.099	37.1998	45.0741	1033.23	46.0985	45.2819	1033.23	43.3814	45.2691	174.097	37.9905	2.5665	0	2.5665	0	1.00976	1.13967	0.907996	0	3.43941	3.20297	0.680693	3.18436	0	3.60738	0	3.60738	3.00918	3.36897	42607.5	5.73494	57392.5	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
113.244	78467.8	80.597	64.6879	5091.89	34136.2	86.4149	99.3076	115.196	77.8918	5213.65	738.158	4.74766	5.82172	0	0.778592	0.295085	0	2361.25	0.0367687	0	11.0537	0.822251	37.0526	33.0217	177297	882.564	1.05307	0.0504339	0.0504339	212.558	174.776	42.7623	44.3208	36.9784	45.0697	1033.23	45.7151	45.2166	1033.23	43.0926	45.1995	174.097	37.9905	2.56593	0	2.56593	0	0.868605	-1.27124	0.906818	0	3.44175	3.16628	0.68602	3.13622	0	3.54138	0	3.54138	3.02258	3.34488	42459.5	5.6551	57540.5	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
114.256	78467.8	80.597	63.9794	5091.53	34136.6	109.17	99.5464	115.51	78.0955	5156.55	738.158	4.75596	5.78137	0	0.774094	0.297645	0	2361.25	0.0367687	0	11.0537	0.825467	37.0528	33.0216	157376	1746.19	0.843492	0.0477112	0.0477112	215.804	178.139	42.5239	45.2104	36.8654	45.1802	1033.23	45.3439	45.3664	1033.23	42.8075	45.3582	174.097	37.9905	2.56614	0	2.56614	0	0.939214	-1.69789	0.905729	0	3.44369	3.13839	0.69104	3.0914	0	3.49156	0	3.49156	3.03537	3.32191	42314	5.58303	57686	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
115.267	78467.8	80.597	63.6929	5091.12	34137	104.391	99.4896	115.425	78.1087	5133.46	738.158	4.81383	5.76734	0	0.770554	0.294911	0	2361.25	0.0367687	0	11.0537	0.822624	37.053	33.0215	215221	1387.4	1.16823	0.0483591	0.0483591	212.938	175.168	42.2348	44.2084	36.6471	45.1455	1033.23	44.9677	45.3727	1033.23	42.5216	45.3612	174.097	37.9905	2.56686	0	2.56686	0	0.930894	1.03838	0.9046	0	3.4456	3.10121	0.696604	3.04091	0	3.38805	0	3.38805	3.04799	3.29812	42170.8	5.51008	57829.2	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
116.278	78467.8	80.597	63.4494	5090.7	34137.4	85.7301	99.4578	115.377	78.1335	5113.84	738.158	4.70397	5.75556	0	0.767946	0.295581	0	2361.25	0.0367687	0	11.0537	0.821127	37.0533	33.0213	174572	871.651	1.03439	0.0507589	0.0507589	211.462	173.637	41.9522	44.4227	36.5602	45.1692	1033.23	44.6088	45.3186	1033.23	42.249	45.3037	174.097	37.9905	2.56622	0	2.56622	0	0.812194	-1.13927	0.903422	0	3.44701	3.06782	0.701563	2.99566	0	3.32842	0	3.32842	3.05988	3.27545	42029.9	5.43579	57970.1	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
117.289	78467.8	81.8182	62.9361	5090.32	34137.8	113.34	100.026	115.696	78.8556	5149.32	738.158	4.7307	5.72946	0	0.763227	0.296952	0	2361.25	0.0367687	0	11.0537	0.823892	37.0535	33.0212	169698	1874.1	0.892436	0.0484011	0.0484011	214.219	176.493	41.5855	44.8837	36.334	45.2779	1033.23	44.2579	45.4752	1033.23	41.9778	45.469	174.097	37.9905	2.56651	0	2.56651	0	0.918595	-1.00957	0.902336	0	3.44815	3.04193	0.706381	2.95225	0	3.27363	0	3.27363	3.07129	3.25366	41891.2	5.36889	58108.8	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
118.3	78467.8	81.8182	62.5624	5089.89	34138.2	100.573	100.012	115.663	78.832	5118.74	738.158	4.75936	5.71085	0	0.760085	0.295512	0	2361.25	0.0367687	0	11.0537	0.821326	37.0537	33.021	209162	1244.45	1.21767	0.0490417	0.0490417	211.668	173.848	41.3287	44.3479	36.2234	45.2156	1033.23	43.9122	45.3979	1033.23	41.7142	45.3824	174.097	37.9905	2.56698	0	2.56698	0	0.890129	11.9268	0.901172	0	3.44913	3.00673	0.711604	2.90431	0	3.18849	0	3.18849	3.0825	3.2311	41754.7	5.29883	58245.3	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
119.311	78467.8	81.8182	62.2913	5089.46	34138.6	82.8253	99.947	115.558	78.8215	5096.56	738.158	4.6553	5.69617	0	0.757518	0.296148	0	2361.25	0.0367687	0	11.0537	0.81981	37.0539	33.0209	164429	830.438	0.974693	0.0508295	0.0508295	210.191	172.317	41.1238	44.5508	36.1064	45.2721	1033.23	43.5722	45.432	1033.23	41.4509	45.4202	174.097	37.9905	2.56633	0	2.56633	0	0.712523	-0.75136	0.899995	0	3.44973	2.9767	0.716195	2.86209	0	3.13519	0	3.13519	3.09301	3.20982	41620.4	5.22959	58379.6	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
120.322	78467.8	81.8182	61.882	5089.07	34139	115.376	99.8829	115.441	78.9039	5063.08	738.158	4.71368	5.67312	0	0.752564	0.296747	0	2361.25	0.0367687	0	11.0537	0.822072	37.0542	33.0207	189213	1904.29	0.970666	0.0482667	0.0482667	212.414	174.62	40.8224	44.7339	35.8771	45.375	1033.23	43.238	45.5765	1033.23	41.1906	45.5723	174.097	37.9905	2.56681	0	2.56681	0	0.92318	0.047186	0.898923	0	3.45013	2.9523	0.720861	2.81973	0	3.0744	0	3.0744	3.10317	3.18907	41488.1	5.168	58511.9	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
121.333	78467.8	81.8182	61.7122	5088.62	34139.4	96.1254	99.8869	115.437	78.9791	5049.18	738.158	4.69659	5.66423	0	0.749776	0.296102	0	2361.25	0.0367687	0	11.0537	0.819988	37.0544	33.0205	201851	1111.58	1.18528	0.0494051	0.0494051	210.373	172.504	40.5721	44.4843	35.7767	45.315	1033.23	42.9182	45.4043	1033.23	40.9462	45.3846	174.097	37.9905	2.56687	0	2.56687	0	0.912673	-0.273558	0.897737	0	3.45028	2.91991	0.725654	2.77533	0	3.00672	0	3.00672	3.11301	3.16793	41357.8	5.10128	58642.2	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
122.344	78467.8	83.0769	61.5624	5088.2	34139.9	79.7394	100.231	115.463	79.4064	5114.42	738.158	4.63117	5.66322	0	0.747231	0.296684	0	2361.25	0.0367687	0	11.0537	0.818429	37.0546	33.0203	155658	795.128	0.839557	0.0506023	0.0506023	208.874	170.948	40.4441	44.6687	35.6356	45.4412	1033.23	42.5971	45.5468	1033.23	40.6937	45.538	174.097	37.9905	2.56644	0	2.56644	0	0.62046	-1.68741	0.896565	0	3.45019	2.89275	0.729891	2.73608	0	2.95865	0	2.95865	3.12224	3.14802	41229.5	5.03692	58770.5	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
