Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Brain-Vascular-Morphine-Concentration(ug/mL)	Fat-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Fat-Vascular-Morphine-Concentration(ug/mL)	LeftKidney-Tissue-Morphine-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Morphine-Concentration(ug/mL)	RightKidney-Tissue-Morphine-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Morphine-Concentration(ug/mL)	Liver-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Liver-Vascular-Morphine-Concentration(ug/mL)	Morphine-MassInBody(ug)	Morphine-PlasmaConcentration(ug/mL)	Morphine-RemainingSystemicMassCleared(ug)	Morphine-Kidneys-PartitionCoefficient	Morphine-Brain-PartitionCoefficient	Morphine-RightLung-PartitionCoefficient	Morphine-LeftLung-PartitionCoefficient	Morphine-Liver-PartitionCoefficient	Morphine-Bone-PartitionCoefficient	Morphine-Fat-PartitionCoefficient	Morphine-Skin-PartitionCoefficient	Morphine-Muscle-PartitionCoefficient	Morphine-Spleen-PartitionCoefficient	Morphine-Gut-PartitionCoefficient	Morphine-Myocardium-PartitionCoefficient	Morphine-Liver-MassCleared(ug)	Morphine-Liver-MassExcreted(ug)	Morphine-Kidneys-MassCleared(ug)	Morphine-Kidneys-MassExcreted(ug)	
36.4	78467.8	65.0602	83.9489	5090.96	34137.3	99.7649	81.868	102.415	58.2914	5461.73	738.158	5.59971	6.56642	16.0714	0.967409	0.275516	544.41	2367.57	0.0346822	6.3486	11.115	0.839819	37.0373	33.017	190821	1626.89	0.99839	0.0400333	0.0400333	231.184	194.153	89.4324	40.65	42.1508	42.9037	1033.24	112.517	42.3163	1033.24	105.96	42.5382	174.479	37.4545	2.57871	0	2.57871	0	5.11147	0.000147042	0	0.248821	0.0329881	2.11732	0.000803208	0.30376	0	3.17958	0	3.17958	0.00423961	0.192332	39254.2	13.145	967.968	0.997051	1.12497	1.00281	1.00281	1.05761	0.664221	0.13704	0.809957	1.11127	1.1594	1.00389	0.991569	0.0167338	0.00355705	0	nan
37.4111	78467.8	65.8537	84.3289	5091.1	34137.1	91.7107	82.53	103.076	58.7593	5553.37	738.158	5.64299	6.5937	10.4854	0.967065	0.275863	514.645	2737.42	0.0351302	3.9156	14.7734	0.83726	37.0375	33.0171	197019	1255.65	1.0425	0.0400333	0.0400333	228.218	191.078	88.4519	40.6094	42.1067	42.9044	1032.73	114.413	40.6862	1032.73	107.906	41.1001	216.881	0.422831	2.57832	0	2.57832	0	2.00421	-4.31265	0	0.248797	0.0602721	2.92025	0.00159137	0.467374	0	4.56538	0	4.56538	0.00826747	0.299417	39111	12.8817	1111.19	0.99852	1.12687	1.00416	1.00416	1.05936	0.665289	0.137104	0.810847	1.11318	1.16116	1.00535	0.992954	0.0401553	0.0085707	0	nan
38.4222	78467.8	65.8537	84.5875	5091.24	34137	83.1273	82.8485	103.575	58.8704	5570.4	738.158	5.64474	6.60446	10.4854	0.966672	0.276978	514.645	2756.62	0.0351302	3.9156	14.8878	0.835954	37.0377	33.0171	181605	936.288	1.10624	0.0400333	0.0400333	226.736	189.541	88.7949	40.8784	42.1074	42.8235	1033.89	115.094	40.6223	1033.89	108.583	41.0615	197.688	17.2169	2.57774	0	2.57774	0	-0.00628606	-0.820167	0	0.248774	0.0948671	3.61445	0.00271217	0.643588	0	5.93817	0	5.93817	0.0141168	0.418555	38977.3	12.6433	1244.8	0.998292	1.12658	1.00395	1.00395	1.05909	0.665124	0.137094	0.810709	1.11288	1.16089	1.00512	0.992739	0.0823856	0.0176021	0	nan
39.4333	78467.8	65.8537	84.7757	5091.39	34136.8	76.2205	82.9409	103.671	58.9081	5582.79	738.158	5.61111	6.61765	10.4854	0.966622	0.277256	514.645	2482.51	0.0351302	3.9156	12.2295	0.835172	37.0378	33.0172	162238	754.902	1.03593	0.0400333	0.0400333	225.861	188.632	88.1707	40.9806	42.1258	42.8213	1033.43	113.812	41.1673	1033.43	107.25	41.5074	179.086	32.6577	2.57693	0	2.57693	0	7.21347	-1.09094	0	0.248752	0.13529	4.18417	0.0041744	0.824826	0	7.23123	0	7.23123	0.0219363	0.545	38852.3	12.4187	1369.7	0.9978	1.12594	1.0035	1.0035	1.0585	0.664765	0.137072	0.81041	1.11224	1.1603	1.00463	0.992275	0.150772	0.0322021	0	nan
40.4444	78467.8	65.0602	85.0078	5091.56	34136.7	71.0842	82.7035	103.699	58.5576	5530.63	738.158	5.58507	6.6229	10.4854	0.966504	0.277254	514.645	2400.04	0.0351302	3.9156	11.43	0.834529	37.038	33.0173	144120	660.218	0.936654	0.0400333	0.0400333	225.147	187.891	88.44	41.0186	42.1725	42.8322	1033.29	112.604	41.7161	1033.29	105.975	41.9864	174.497	36.3908	2.5762	0	2.5762	0	2.10387	-2.83535	0	0.248731	0.179937	4.63376	0.00596444	1.00507	0	8.37586	0	8.37586	0.0317767	0.674702	38735.1	12.2067	1486.77	0.997318	1.12532	1.00305	1.00305	1.05793	0.664415	0.137051	0.810119	1.11161	1.15972	1.00416	0.991821	0.253037	0.0539672	0	nan
41.4556	78467.8	65.0602	85.2537	5091.74	34136.5	66.8373	82.5768	103.474	58.4969	5546.62	738.158	5.56434	6.64559	10.4854	0.966445	0.277471	514.645	2373.9	0.0351302	3.9156	11.1764	0.833996	37.0382	33.0173	127065	600.857	0.840993	0.0400333	0.0400333	224.56	187.282	87.8662	41.0899	42.0669	42.8437	1033.25	111.486	42.1302	1033.25	104.796	42.3431	173.093	37.5125	2.57554	0	2.57554	0	0.420797	-1.71687	0	0.24871	0.228018	4.98126	0.00808964	1.18285	0	9.33563	0	9.33563	0.0436665	0.805889	38624.9	12.0091	1596.79	0.997042	1.12496	1.0028	1.0028	1.0576	0.664215	0.137039	0.809952	1.11125	1.15939	1.00389	0.991561	0.397134	0.0845736	0	nan
42.4667	78467.8	65.0602	85.6025	5091.92	34136.3	63.21	82.6346	103.547	58.5056	5569.32	738.158	5.54847	6.66193	10.609	0.966209	0.278034	522.52	2455.28	0.0354593	4.02231	12.0284	0.833537	37.0384	33.0174	111364	562.511	0.750924	0.0400333	0.0400333	224.056	186.759	87.5171	41.2209	42.1098	42.8551	1032.4	110.892	41.9756	1032.4	104.167	42.199	211.398	5.0069	2.57492	0	2.57492	0	-0.212237	-3.31223	0	0.24869	0.278566	5.24212	0.0105421	1.35617	0	10.1023	0	10.1023	0.0575894	0.936718	38521	11.8248	1700.49	0.997005	1.12492	1.00277	1.00277	1.05756	0.664188	0.137038	0.80993	1.11121	1.15935	1.00385	0.991526	0.591043	0.125681	0	nan
43.4778	78467.8	64.2857	85.826	5092.12	34136.1	60.4408	82.396	103.619	58.1399	5517.39	738.158	5.53752	6.66666	10.609	0.965774	0.27885	522.52	2845.87	0.0354593	4.02231	15.8241	0.833157	37.0385	33.0175	99064	539.669	0.677979	0.0400333	0.0400333	223.643	186.33	87.4172	41.3925	42.0864	42.8658	1032.93	113.635	40.3169	1032.93	106.995	40.7579	216.925	0.414189	2.57434	0	2.57434	0	0.2333	-3.79407	0	0.24867	0.330641	5.43174	0.0132983	1.52302	0	10.6854	0	10.6854	0.0734707	1.06541	38422.7	11.6515	1798.52	0.997183	1.12514	1.00293	1.00293	1.05777	0.664317	0.137045	0.810037	1.11144	1.15956	1.00402	0.991693	0.842452	0.178843	0	nan
44.4889	78467.8	64.2857	86.0952	5092.32	34135.9	58.0867	82.2865	103.445	58.0757	5534.69	738.158	5.55073	6.69014	10.609	0.965329	0.279459	522.52	2605.27	0.0354593	4.02231	13.4192	0.832797	37.0387	33.0175	89732.3	523.404	0.572498	0.0400333	0.0400333	223.253	185.925	87.3075	41.5217	42.054	42.9345	1033.65	113.134	40.9019	1033.65	106.445	41.2933	185.524	26.4897	2.57382	0	2.57382	0	1.11246	-1.52082	0	0.248652	0.383923	5.5647	0.0163627	1.68367	0	11.1082	0	11.1082	0.0912585	1.19144	38329.4	11.4892	1891.47	0.9973	1.1253	1.00304	1.00304	1.05791	0.664402	0.137051	0.810108	1.11159	1.1597	1.00414	0.991804	1.15897	0.245669	0	nan
45.5	78467.8	64.2857	86.7566	5092.52	34135.7	85.6016	82.4651	103.748	58.1	5577.21	738.158	5.58036	6.72362	10.609	0.965891	0.284849	522.52	2437.59	0.0354593	4.02231	11.7941	0.84672	37.0389	33.0176	91072.2	1376.12	0.573206	0.0400333	0.0400333	239.646	202.913	86.9065	43.5353	42.0868	42.9414	1033.35	111.901	41.5364	1033.35	105.164	41.8555	175.093	34.7983	2.57337	0	2.57337	0	6.44666	-3.36708	0	0.248633	0.439395	5.67193	0.0198251	1.84293	0	11.5416	0	11.5416	0.110987	1.3167	38240.6	11.3299	1979.73	0.986315	1.11111	0.992934	0.992934	1.04485	0.656412	0.136568	0.803455	1.09728	1.14654	0.993275	0.981449	1.54853	0.32817	0	nan
46.5111	78467.8	64.2857	86.991	5092.72	34135.5	100.506	82.541	103.872	58.113	5592.28	738.158	5.60948	6.73694	10.609	0.965401	0.278799	522.52	2386	0.0354593	4.02231	11.2938	0.84465	37.039	33.0177	122425	1994.36	0.701772	0.0400333	0.0400333	237.065	200.237	85.6974	41.4361	42.0797	42.9493	1033.27	110.61	42.0622	1033.27	103.816	42.3162	172.191	37.0671	2.57292	0	2.57292	0	8.75731	-2.89497	0	0.248614	0.497585	5.73412	0.0237656	2.00086	0	11.6693	0	11.6693	0.132686	1.44083	38156.1	11.1753	2063.71	0.996194	1.12387	1.00202	1.00202	1.05659	0.663597	0.137002	0.809438	1.11015	1.15837	1.00305	0.990761	2.01896	0.428496	0	nan
47.5222	78467.8	64.2857	87.2084	5092.91	34135.3	104.024	82.6077	103.971	58.1275	5606.25	738.158	5.63852	6.74875	10.609	0.964965	0.277892	522.52	2369.37	0.0354593	4.02231	11.1325	0.842314	37.0392	33.0178	157887	2003.52	0.851897	0.0400333	0.0400333	234.216	197.284	86.025	41.0804	42.089	42.9577	1033.24	109.328	42.4468	1033.24	102.472	42.6438	171.27	37.7759	2.57249	0	2.57249	0	8.48731	-1.24397	0	0.248596	0.55652	5.7555	0.0280849	2.15191	0	11.697	0	11.697	0.156175	1.56086	38075.2	11.0314	2143.91	0.99834	1.12664	1.00399	1.00399	1.05915	0.665159	0.137096	0.810738	1.11295	1.16095	1.00517	0.992784	2.57676	0.547905	0	nan
48.5333	78467.8	64.2857	87.4016	5093.09	34135.1	102.882	82.6638	104.046	58.1414	5618.68	738.158	5.66777	6.75874	10.5675	0.964436	0.278419	520.896	2665.7	0.0354436	3.99402	14.08	0.840715	37.0394	33.0179	182973	1808.55	0.965367	0.0400333	0.0400333	232.308	195.305	86.5875	41.1616	42.0591	42.9664	1032.57	110.566	41.1685	1032.57	103.734	41.516	216.812	0.45779	2.57209	0	2.57209	0	7.16602	-5.58419	0	0.248579	0.615184	5.74985	0.0327202	2.29437	0	11.6731	0	11.6731	0.181302	1.67561	37997.6	10.8974	2220.68	0.99888	1.12734	1.00449	1.00449	1.05979	0.665551	0.13712	0.811065	1.11365	1.16159	1.0057	0.993293	3.22822	0.687642	0	nan
49.5444	78467.8	64.2857	87.5653	5093.27	34134.9	99.6205	82.7067	104.096	58.1526	5629.2	738.158	5.69738	6.76685	10.5675	0.964105	0.279005	520.896	2856.37	0.0354436	3.99402	15.8659	0.839575	37.0396	33.018	196172	1576.78	1.03283	0.0400333	0.0400333	230.969	193.916	86.2603	41.2917	42.0928	42.9756	1033.89	112.148	40.5914	1033.89	105.327	41.0368	206.658	8.96347	2.5717	0	2.5717	0	4.69283	-2.73001	0	0.248562	0.673044	5.72553	0.0376277	2.42765	0	11.6101	0	11.6101	0.20793	1.78449	37923.1	10.7708	2294.34	0.998897	1.12736	1.00451	1.00451	1.05981	0.665563	0.137121	0.811075	1.11367	1.16161	1.00572	0.993309	3.97927	0.848905	0	nan
50.5556	78467.8	63.5294	87.6975	5093.45	34134.8	94.2703	82.4413	104.12	57.7882	5571.37	738.158	5.72089	6.76656	10.5675	0.964072	0.27786	520.896	2512.77	0.0354436	3.99402	12.5225	0.838121	37.0397	33.0181	198533	1351.86	1.05176	0.0400333	0.0400333	229.28	192.164	85.3208	40.961	41.9953	42.9853	1033.49	110.938	41.3055	1033.49	104.059	41.6644	177.975	31.6047	2.57129	0	2.57129	0	2.91071	-0.811489	0	0.248546	0.729097	5.68809	0.0427008	2.55	0	11.5125	0	11.5125	0.235831	1.88631	37851.2	10.6508	2365.2	0.999599	1.12826	1.00515	1.00515	1.06064	0.666074	0.137152	0.8115	1.11459	1.16245	1.00641	0.993971	4.83463	1.0322	0	nan
51.5667	78467.8	63.5294	87.8725	5093.63	34134.6	88.1791	82.307	103.914	57.7189	5582.49	738.158	5.7424	6.78591	10.5675	0.964044	0.277734	520.896	2408.28	0.0354436	3.99402	11.5098	0.836494	37.0399	33.0182	194600	1105.48	1.04605	0.0400333	0.0400333	227.42	190.235	85.4617	40.9831	42.1051	42.9734	1033.31	109.764	41.8284	1033.31	102.829	42.1115	171.774	36.3748	2.57089	0	2.57089	0	1.17512	0.056494	0	0.24853	0.78389	5.6402	0.0479663	2.66317	0	11.3995	0	11.3995	0.264918	1.98173	37781.7	10.5353	2433.48	0.999128	1.12766	1.00472	1.00472	1.06008	0.665732	0.137131	0.811215	1.11397	1.16189	1.00595	0.993527	5.79935	1.23871	0	nan
52.5778	78467.8	63.5294	88.191	5093.81	34134.4	82.9459	82.3741	104.034	57.7256	5602.72	738.158	5.7308	6.8007	10.5675	0.96405	0.277792	520.896	2376.21	0.0354436	3.99402	11.1988	0.835805	37.0401	33.0183	181875	924.233	1.11145	0.0400333	0.0400333	226.643	189.429	84.7108	41.0295	42.0815	42.9248	1033.25	108.635	42.2157	1033.25	101.637	42.4367	169.97	37.74	2.57031	0	2.57031	0	0.227408	0.262689	0	0.248515	0.837458	5.58546	0.0534162	2.76789	0	11.272	0	11.272	0.295082	2.07101	37714.5	10.4233	2499.38	0.998708	1.12711	1.00433	1.00433	1.05958	0.665426	0.137112	0.810961	1.11342	1.16139	1.00553	0.993131	6.87793	1.4694	0	nan
53.5889	78467.8	63.5294	88.402	5094	34134.2	78.3822	82.4484	104.172	57.7358	5616.12	738.158	5.70466	6.81207	10.8216	0.963616	0.278253	533.924	2404.45	0.0356658	4.19269	11.5258	0.835363	37.0402	33.0183	169368	798.19	1.07976	0.0400333	0.0400333	226.15	188.917	85.6311	41.1449	42.0233	42.9256	1032.46	107.62	42.1798	1032.46	100.588	42.3635	198.591	14.8996	2.56962	0	2.56962	0	7.30949	3.90998	0	0.248499	0.889766	5.52577	0.0590347	2.86455	0	11.1307	0	11.1307	0.326216	2.15425	37649.3	10.3145	2563.08	0.998569	1.12693	1.0042	1.0042	1.05942	0.665325	0.137106	0.810877	1.11324	1.16122	1.0054	0.993	8.07443	1.72511	0	nan
54.6	78467.8	63.5294	88.5796	5094.19	34134	74.3781	82.5106	104.284	57.7455	5627.41	738.158	5.6786	6.82257	10.8216	0.963349	0.279022	533.924	2846.89	0.0356658	4.19269	15.8373	0.834888	37.0404	33.0184	156523	710.353	1.01501	0.0400333	0.0400333	225.623	188.37	84.3652	41.3139	41.9813	42.9388	1032.88	110.816	40.2926	1032.88	103.877	40.7231	216.917	0.414113	2.56895	0	2.56895	0	6.01371	-6.20288	0	0.248484	0.940818	5.46255	0.0648078	2.95356	0	10.9787	0	10.9787	0.358216	2.23161	37586.1	10.2083	2624.77	0.998639	1.12702	1.00427	1.00427	1.0595	0.665376	0.137109	0.810919	1.11333	1.1613	1.00547	0.993066	9.39257	2.00664	0	nan
55.6111	78467.8	63.5294	88.7471	5094.39	34133.8	70.843	82.5666	104.376	57.7569	5638.05	738.158	5.65543	6.83215	10.8216	0.963048	0.279442	533.924	2632.02	0.0356658	4.19269	13.6774	0.834381	37.0406	33.0185	143581	648.482	0.94352	0.0400333	0.0400333	225.062	187.788	84.1632	41.416	42.0254	42.9541	1033.71	110.493	40.8488	1033.71	103.503	41.2411	184.763	25.7329	2.56832	0	2.56832	0	2.28679	-3.71195	0	0.248468	0.990628	5.39683	0.0707226	3.03531	0	10.8185	0	10.8185	0.390981	2.30325	37524.5	10.1046	2684.58	0.998557	1.12692	1.00419	1.00419	1.0594	0.665316	0.137106	0.810869	1.11323	1.16121	1.00538	0.992989	10.8356	2.31471	0	nan
56.6222	78467.8	63.5294	88.8988	5094.58	34133.6	67.7056	82.6153	104.451	57.7685	5647.69	738.158	5.63547	6.84047	10.8216	0.963015	0.279153	533.924	2442.31	0.0356658	4.19269	11.8396	0.833932	37.0408	33.0186	131005	604.342	0.8723	0.0400333	0.0400333	224.569	187.275	84.2159	41.3852	41.9914	42.9695	1033.37	109.294	41.494	1033.37	102.25	41.8093	172.471	35.0661	2.56772	0	2.56772	0	0.491198	-2.43443	0	0.248453	1.03921	5.32942	0.0767659	3.11017	0	10.6522	0	10.6522	0.424411	2.36936	37464.5	10.003	2742.66	0.998125	1.12636	1.0038	1.0038	1.05889	0.665002	0.137087	0.810608	1.11267	1.16069	1.00496	0.992582	12.4065	2.64994	0	nan
57.6333	78467.8	63.5294	89.0292	5094.78	34133.4	64.9097	82.6543	104.505	57.7785	5655.97	738.158	5.61853	6.84737	10.8216	0.963141	0.278826	533.924	2386.52	0.0356658	4.19269	11.2987	0.833572	37.0409	33.0188	119120	572.4	0.80382	0.0400333	0.0400333	224.176	186.867	83.5375	41.3452	42.0975	42.9843	1033.27	108.144	41.9837	1033.27	101.049	42.2337	169.257	37.4709	2.56716	0	2.56716	0	0.0970939	-1.54857	0	0.248437	1.08658	5.26096	0.0829248	3.17847	0	10.4814	0	10.4814	0.458408	2.43014	37406	9.90349	2799.13	0.997697	1.12581	1.0034	1.0034	1.05838	0.664691	0.137068	0.810349	1.11211	1.16018	1.00453	0.992178	14.1078	3.01286	0	nan
58.6444	78467.8	63.5294	89.1362	5094.98	34133.2	62.4102	82.6822	104.54	57.7856	5662.77	738.158	5.60441	6.85284	10.8216	0.962925	0.278873	533.924	2369.24	0.0356658	4.19269	11.1312	0.83325	37.0411	33.0189	108101	548.917	0.739208	0.0400333	0.0400333	223.825	186.502	84.0431	41.3725	42.0467	42.9983	1033.24	107.028	42.3498	1033.24	99.8718	42.5464	168.279	38.1918	2.56662	0	2.56662	0	-0.137867	-1.02895	0	0.248422	1.13276	5.19195	0.0891867	3.24055	0	10.3076	0	10.3076	0.492876	2.48578	37348.8	9.80565	2854.1	0.997493	1.12554	1.00321	1.00321	1.05814	0.664542	0.137059	0.810225	1.11184	1.15993	1.00433	0.991986	15.9414	3.40389	0	nan
59.6556	78467.8	63.5294	89.2195	5095.19	34133	60.1703	82.6986	104.554	57.789	5668.06	738.158	5.5929	6.85699	10.9533	0.962595	0.279338	541.152	2721.47	0.0357813	4.30098	14.6236	0.832948	37.0413	33.019	98029.8	531.354	0.678982	0.0400333	0.0400333	223.498	186.163	84.1037	41.4753	42.0711	43.0116	1032.62	109.077	40.7786	1032.62	101.987	41.1647	216.858	0.426389	2.56611	0	2.56611	0	0.128516	-5.40119	0	0.248406	1.17778	5.12282	0.0955395	3.29673	0	10.1319	0	10.1319	0.527727	2.5365	37292.8	9.7093	2907.68	0.997533	1.1256	1.00325	1.00325	1.05819	0.664571	0.137061	0.810249	1.11189	1.15998	1.00437	0.992023	17.9093	3.8234	0	nan
60.6667	78467.8	63.5294	89.281	5095.4	34132.8	58.1594	82.7043	104.553	57.7884	5671.97	738.158	5.59904	6.85992	10.9533	0.962205	0.280054	541.152	2811.8	0.0357813	4.30098	15.4233	0.832646	37.0414	33.0191	90235.9	518.022	0.581897	0.0400333	0.0400333	223.172	185.824	83.6051	41.6229	42.0436	43.0824	1033.98	110.417	40.496	1033.98	103.345	40.9491	198.647	14.7491	2.56565	0	2.56565	0	0.396602	-1.43426	0	0.24839	1.22167	5.05388	0.101971	3.34734	0	9.95552	0	9.95552	0.562873	2.58252	37238	9.61429	2959.96	0.997726	1.12585	1.00343	1.00343	1.05842	0.664712	0.137069	0.810366	1.11215	1.16021	1.00456	0.992205	20.0126	4.27164	0	nan
61.6778	78467.8	63.5294	89.3469	5095.61	34132.6	75.7634	82.6884	104.512	57.7751	5676.16	738.158	5.62264	6.86272	10.9533	0.963073	0.290558	541.152	2492.4	0.0357813	4.30098	12.3248	0.844873	37.0416	33.0192	85722.6	988.949	0.554986	0.0400333	0.0400333	237.426	200.595	83.9958	45.4327	42.0903	43.0913	1033.46	109.199	41.2354	1033.46	102.085	41.6085	174.434	33.0137	2.56527	0	2.56527	0	4.42047	-3.08755	0	0.248375	1.26494	4.99344	0.10855	3.39387	0	9.86146	0	9.86146	0.598311	2.62481	37184.2	9.52215	3011	0.979491	1.1023	0.986658	0.986658	1.03674	0.651449	0.136268	0.799322	1.08839	1.13837	0.986526	0.975017	22.254	4.74992	0	nan
62.6889	78467.8	62.7907	89.3576	5095.82	34132.4	92.5439	82.3762	104.479	57.3956	5610.82	738.158	5.63994	6.85636	10.9533	0.962529	0.282222	541.152	2401.01	0.0357813	4.30098	11.4392	0.846372	37.0418	33.0193	96913.4	1692.24	0.598252	0.0400333	0.0400333	239.305	202.541	83.7101	42.5321	42.0041	43.1002	1033.3	107.957	41.8435	1033.3	100.792	42.1435	169.003	37.0479	2.56488	0	2.56488	0	7.17723	-3.47246	0	0.248359	1.30817	4.93241	0.115365	3.43641	0	9.66551	0	9.66551	0.634071	2.66374	37131.5	9.43116	3060.85	0.991682	1.11804	0.99787	0.99787	1.05123	0.660316	0.136804	0.806706	1.10427	1.15297	0.998585	0.986509	24.636	5.26007	0	nan
63.7	78467.8	62.7907	89.4318	5096.03	34132.2	100.731	82.2087	104.238	57.3128	5615.49	738.158	5.65726	6.8709	10.9533	0.962205	0.279291	541.152	2373.57	0.0357813	4.30098	11.1732	0.844564	37.0419	33.0194	120753	2014.82	0.695642	0.0400333	0.0400333	237.054	200.207	83.6316	41.5138	42.0381	43.1089	1033.25	106.698	42.3172	1033.25	99.4831	42.5541	167.442	38.1906	2.5645	0	2.5645	0	8.31845	-2.80518	0	0.248344	1.35083	4.86439	0.122319	3.47378	0	9.43841	0	9.43841	0.669961	2.69867	37079.6	9.34079	3109.62	0.996609	1.1244	1.0024	1.0024	1.05709	0.6639	0.13702	0.80969	1.11069	1.15887	1.00346	0.991153	27.1571	5.80079	0	nan
64.7111	78467.8	62.7907	89.6836	5096.24	34132	104.009	82.2561	104.341	57.3108	5631.3	738.158	5.67411	6.88221	11.0883	0.96189	0.278729	550.203	2545.43	0.0359348	4.42669	12.9149	0.842884	37.0421	33.0195	146217	2061.37	0.803179	0.0400333	0.0400333	235	198.078	83.205	41.2466	42.028	43.1173	1032.35	106.754	41.7556	1032.35	99.5426	42.0517	216.018	1.03156	2.56413	0	2.56413	0	8.89516	-5.86065	0	0.248328	1.39275	4.79296	0.129384	3.50622	0	9.22483	0	9.22483	0.705889	2.72978	37028.7	9.25022	3157.37	0.998578	1.12695	1.00421	1.00421	1.05943	0.665332	0.137107	0.810882	1.11326	1.16123	1.00541	0.993009	29.817	6.37187	0	nan
65.7222	78467.8	63.5294	89.8517	5096.44	34131.8	104.554	82.6172	104.482	57.6848	5708.23	738.158	5.6967	6.89777	11.0883	0.961615	0.278967	550.203	2910.49	0.0359348	4.42669	16.4552	0.841271	37.0423	33.0196	173050	1939.8	0.923134	0.0400333	0.0400333	233.062	196.069	82.3277	41.2385	42.066	43.1258	1032.96	109.647	40.3026	1032.96	102.519	40.7939	216.933	0.413447	2.56379	0	2.56379	0	8.19447	-6.29091	0	0.248311	1.43428	4.71945	0.136624	3.53431	0	9.02072	0	9.02072	0.741886	2.7576	36978.5	9.15848	3204.14	0.99945	1.12807	1.00501	1.00501	1.06046	0.665966	0.137145	0.81141	1.11439	1.16228	1.00627	0.99383	32.6176	6.97484	0	nan
66.7333	78467.8	63.5294	89.9271	5096.63	34131.6	102.627	82.8272	104.815	57.7639	5713.02	738.158	5.71891	6.89208	11.0883	0.961416	0.278875	550.203	2562.37	0.0359348	4.42669	13.0023	0.840139	37.0424	33.0197	189952	1748.61	1.00328	0.0400333	0.0400333	231.722	194.679	83.2235	41.2336	42.0378	43.1345	1033.59	108.644	41.1809	1033.59	101.449	41.5848	178.222	29.7761	2.56347	0	2.56347	0	6.4204	-2.16395	0	0.248294	1.4747	4.64717	0.143914	3.55786	0	8.83254	0	8.83254	0.777804	2.78185	36929	9.06603	3250.01	0.999281	1.12785	1.00486	1.00486	1.06026	0.665843	0.137138	0.811308	1.11417	1.16207	1.0061	0.993671	35.5572	7.6084	0	nan
67.7444	78467.8	63.5294	89.8268	5096.81	34131.4	99.4665	82.8211	104.794	57.7652	5706.64	738.158	5.74145	6.88945	11.0883	0.961652	0.278471	550.203	2420.86	0.0359348	4.42669	11.6316	0.839232	37.0426	33.0199	198667	1550.58	1.05009	0.0400333	0.0400333	230.66	193.578	82.4897	41.1767	42.0691	43.1431	1033.33	107.389	41.8039	1033.33	100.139	42.1237	169.359	36.3142	2.56317	0	2.56317	0	4.60646	-0.798183	0	0.248276	1.51383	4.57749	0.151206	3.57715	0	8.65498	0	8.65498	0.81355	2.80266	36880.3	8.97375	3295.03	0.998807	1.12724	1.00442	1.00442	1.0597	0.665498	0.137117	0.811021	1.11355	1.1615	1.00563	0.993224	38.6351	8.27195	0	nan
