Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Brain-Vascular-Morphine-Concentration(ug/mL)	Fat-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Fat-Vascular-Morphine-Concentration(ug/mL)	LeftKidney-Tissue-Morphine-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Morphine-Concentration(ug/mL)	RightKidney-Tissue-Morphine-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Morphine-Concentration(ug/mL)	Liver-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Liver-Vascular-Morphine-Concentration(ug/mL)	Morphine-MassInBody(ug)	Morphine-PlasmaConcentration(ug/mL)	Morphine-RemainingSystemicMassCleared(ug)	Morphine-Kidneys-PartitionCoefficient	Morphine-Brain-PartitionCoefficient	Morphine-RightLung-PartitionCoefficient	Morphine-LeftLung-PartitionCoefficient	Morphine-Liver-PartitionCoefficient	Morphine-Bone-PartitionCoefficient	Morphine-Fat-PartitionCoefficient	Morphine-Skin-PartitionCoefficient	Morphine-Muscle-PartitionCoefficient	Morphine-Spleen-PartitionCoefficient	Morphine-Gut-PartitionCoefficient	Morphine-Myocardium-PartitionCoefficient	Morphine-Liver-MassCleared(ug)	Morphine-Liver-MassExcreted(ug)	Morphine-Kidneys-MassCleared(ug)	Morphine-Kidneys-MassExcreted(ug)	
81.9	78467.8	63.5294	90.2715	5099.62	34128.6	89.851	82.8709	104.906	57.7261	5734.9	738.158	5.65823	6.91309	11.3208	0.960536	0.284793	562.728	2912.89	0.0361976	4.6225	16.4254	0.846477	37.0449	33.0215	93644	1558.49	0.590512	0.0400333	0.0400333	239.522	202.75	81.4664	43.2187	42.0004	43.2463	1033.8	108.647	40.3692	1033.8	101.269	40.8711	210.819	5.0713	2.5571	0	2.5571	0	6.82251	-5.53361	0	0.248019	1.9513	3.82988	0.248697	3.54725	0	6.79653	0	6.79653	1.27081	2.85027	36251.3	7.80063	3855.12	0.990268	1.11622	0.99657	0.99657	1.04955	0.659288	0.136742	0.805849	1.10243	1.15128	0.997186	0.985176	95.3966	20.4413	0	nan
82.9111	78467.8	62.7907	90.1764	5099.83	34128.4	99.4043	82.5185	104.794	57.3427	5662.24	738.158	5.67463	6.90156	11.3208	0.960285	0.280875	562.728	2525.05	0.0361976	4.6225	12.6407	0.844873	37.0451	33.0216	114333	1969.55	0.672964	0.0400333	0.0400333	237.521	200.675	81.3049	41.869	41.9778	43.253	1033.53	107.419	41.243	1033.53	99.9981	41.6552	174.172	31.9874	2.55678	0	2.55678	0	8.09787	-4.35516	0	0.248	1.97771	3.78929	0.255608	3.53095	0	6.65255	0	6.65255	1.29993	2.84366	36209.4	7.7243	3890.98	0.996584	1.12437	1.00238	1.00238	1.05706	0.663881	0.137019	0.809674	1.11066	1.15884	1.00343	0.991129	100.371	21.5131	0	nan
83.9222	78467.8	62.7907	90.1875	5100.04	34128.2	103.569	82.3242	104.483	57.2634	5662.94	738.158	5.69153	6.91094	11.3208	0.960273	0.2791	562.728	2409.22	0.0361976	4.6225	11.5186	0.84306	37.0452	33.0217	139866	2068.95	0.779335	0.0400333	0.0400333	235.297	198.37	81.7435	41.3278	41.9656	43.2599	1033.31	106.12	41.9129	1033.31	98.6546	42.2414	167.047	37.1301	2.55648	0	2.55648	0	8.56478	-3.10216	0	0.24798	2.00358	3.74694	0.262494	3.5131	0	6.51658	0	6.51658	1.3285	2.83621	36167.8	7.64852	3926.39	0.998582	1.12695	1.00422	1.00422	1.05943	0.665335	0.137107	0.810885	1.11326	1.16124	1.00541	0.993013	105.458	22.6096	0	nan
84.9333	78467.8	62.7907	90.3411	5100.24	34127.9	104.603	82.3373	104.524	57.2554	5672.58	738.158	5.70826	6.91679	11.3208	0.960157	0.278593	562.728	2375.69	0.0361976	4.6225	11.1937	0.841627	37.0454	33.0218	162610	2003.45	0.878352	0.0400333	0.0400333	233.571	196.58	82.4265	41.165	41.9641	43.2667	1033.25	104.851	42.4098	1033.25	97.34	42.6655	165.108	38.5112	2.55619	0	2.55619	0	8.27324	-1.59896	0	0.24796	2.02891	3.7042	0.269346	3.49392	0	6.39212	0	6.39212	1.3565	2.82805	36126.5	7.57288	3961.35	0.999286	1.12786	1.00486	1.00486	1.06027	0.665847	0.137138	0.811311	1.11418	1.16208	1.00611	0.993676	110.654	23.73	0	nan
85.9444	78467.8	62.7907	90.4107	5100.44	34127.7	103.834	82.3664	104.603	57.2519	5676.95	738.158	5.72446	6.92083	11.3684	0.960047	0.278942	565.154	2511.06	0.0362596	4.66215	12.5822	0.840562	37.0456	33.0219	180033	1867.77	0.957938	0.0400333	0.0400333	232.305	195.267	81.8237	41.2184	41.9066	43.2732	1032.29	104.612	42.0392	1032.29	97.0981	42.3254	215.006	1.74287	2.5559	0	2.5559	0	7.62388	-4.172	0	0.24794	2.05361	3.66213	0.276143	3.47365	0	6.27698	0	6.27698	1.38391	2.81925	36085.5	7.49749	3995.87	0.999647	1.12833	1.0052	1.0052	1.0607	0.666109	0.137154	0.81153	1.11465	1.16251	1.00646	0.994016	115.956	24.8732	0	nan
86.9556	78467.8	62.7907	90.4851	5100.64	34127.6	102.032	82.3994	104.678	57.2541	5681.62	738.158	5.74029	6.92551	11.3684	0.959692	0.279651	565.154	2916.43	0.0362596	4.66215	16.5153	0.839724	37.0457	33.0221	191882	1710.78	1.01595	0.0400333	0.0400333	231.319	194.244	81.9465	41.3633	41.9387	43.2796	1032.93	108.059	40.3589	1032.93	100.645	40.8663	216.928	0.413403	2.55562	0	2.55562	0	6.17468	-5.69822	0	0.247919	2.07767	3.62118	0.282874	3.45246	0	6.16904	0	6.16904	1.41073	2.80986	36044.8	7.42251	4029.99	0.999857	1.1286	1.00539	1.00539	1.06095	0.666262	0.137163	0.811657	1.11492	1.16276	1.00667	0.994214	121.362	26.0385	0	nan
87.9667	78467.8	63.5294	90.5676	5100.82	34127.4	98.8436	82.7337	104.755	57.6298	5753.7	738.158	5.76246	6.93728	11.3684	0.959771	0.279518	565.154	2576.82	0.0362596	4.66215	13.1417	0.838813	37.0459	33.0222	200239	1512.61	1.06405	0.0400333	0.0400333	230.258	193.143	81.355	41.3417	42.0005	43.2862	1033.63	107.215	41.204	1033.63	99.7429	41.6262	177.302	29.5943	2.55537	0	2.55537	0	4.05202	-1.65753	0	0.247898	2.10136	3.58075	0.28962	3.43016	0	6.06484	0	6.06484	1.43705	2.80004	36004.4	7.34717	4063.67	0.999666	1.12835	1.00521	1.00521	1.06072	0.666123	0.137155	0.811541	1.11467	1.16253	1.00648	0.994034	126.874	27.229	0	nan
88.9778	78467.8	63.5294	90.5808	5101	34127.2	92.561	82.921	105.037	57.7097	5754.55	738.158	5.78454	6.92764	11.3684	0.959803	0.278453	565.154	2423.24	0.0362596	4.66215	11.6545	0.836893	37.0461	33.0223	200228	1261.44	1.07444	0.0400333	0.0400333	228.045	190.849	82.1	41.0526	41.9363	43.2929	1033.34	105.984	41.8457	1033.34	98.4592	42.1803	167.523	36.6351	2.55513	0	2.55513	0	2.75514	-0.327025	0	0.247877	2.12428	3.54151	0.296264	3.40717	0	5.96442	0	5.96442	1.46279	2.78967	35964.3	7.27269	4096.96	1.00028	1.12915	1.00578	1.00578	1.06146	0.666572	0.137182	0.811915	1.11548	1.16327	1.00709	0.994617	132.486	28.441	0	nan
89.9889	78467.8	63.5294	90.4114	5101.18	34127	86.6022	82.8904	104.968	57.7087	5743.78	738.158	5.79706	6.92093	11.3684	0.959972	0.278508	565.154	2379.73	0.0362596	4.66215	11.2328	0.835843	37.0462	33.0224	191826	1033.85	1.09413	0.0400333	0.0400333	226.856	189.616	81.9652	41.1086	41.9805	43.252	1033.26	104.824	42.3164	1033.26	97.2453	42.5775	164.992	38.4365	2.55487	0	2.55487	0	0.753153	0.173066	0	0.247855	2.1464	3.50438	0.30278	3.3838	0	5.87465	0	5.87465	1.48791	2.77885	35924.5	7.1994	4129.86	0.999745	1.12845	1.00529	1.00529	1.06082	0.66618	0.137158	0.811589	1.11478	1.16263	1.00656	0.994109	138.196	29.673	0	nan
91	78467.8	62.7907	90.3137	5101.37	34126.8	82.2897	82.5391	104.854	57.328	5670.86	738.158	5.78208	6.90923	11.4165	0.960016	0.278923	570.008	2391.04	0.0363341	4.72155	11.3914	0.835429	37.0464	33.0226	180514	899.663	1.1187	0.0400333	0.0400333	226.393	189.135	81.1468	41.2152	41.9102	43.2231	1032.51	103.766	42.5099	1032.51	96.1454	42.7282	189.101	20.702	2.55443	0	2.55443	0	0.396341	-0.61362	0	0.247834	2.16761	3.46966	0.30912	3.36036	0	5.7885	0	5.7885	1.51237	2.76764	35884.9	7.12849	4162.4	0.999589	1.12825	1.00514	1.00514	1.06063	0.666067	0.137151	0.811494	1.11457	1.16244	1.00641	0.993962	143.996	30.9216	0	nan
92.0111	78467.8	62.7907	90.3144	5101.57	34126.6	78.5766	82.343	104.54	57.2493	5670.9	738.158	5.75947	6.91832	11.4165	0.959556	0.279698	570.008	2872.48	0.0363341	4.72155	16.0902	0.835072	37.0465	33.0227	170144	799.236	1.09183	0.0400333	0.0400333	225.995	188.722	81.8139	41.3824	41.8579	43.2215	1032.84	107.626	40.3467	1032.84	100.145	40.8228	216.912	0.413687	2.55393	0	2.55393	0	6.84304	0.538884	0	0.247813	2.18825	3.43602	0.315364	3.33658	0	5.70457	0	5.70457	1.53623	2.75618	35845.6	7.05878	4194.56	0.999694	1.12839	1.00524	1.00524	1.06076	0.666143	0.137156	0.811558	1.11471	1.16257	1.00651	0.99406	149.889	32.1886	0	nan
93.0222	78467.8	62.7907	90.4648	5101.76	34126.4	75.2351	82.3554	104.576	57.2431	5680.35	738.158	5.73568	6.9238	11.4165	0.959347	0.2801	570.008	2639.12	0.0363341	4.72155	13.7447	0.834688	37.0467	33.0228	159597	723.796	1.0411	0.0400333	0.0400333	225.57	188.281	81.7272	41.4786	41.888	43.2296	1033.75	107.368	40.891	1033.75	99.858	41.316	181.484	26.4995	2.55343	0	2.55343	0	6.88899	-1.99192	0	0.247792	2.20835	3.40337	0.321523	3.31246	0	5.62301	0	5.62301	1.5595	2.74452	35806.5	6.99019	4226.37	0.999635	1.12831	1.00518	1.00518	1.06069	0.6661	0.137153	0.811522	1.11463	1.1625	1.00645	0.994005	155.87	33.4736	0	nan
94.0333	78467.8	62.7907	90.5296	5101.96	34126.2	72.2293	82.3837	104.65	57.2412	5684.41	738.158	5.71311	6.92735	11.4165	0.959497	0.279788	570.008	2439.96	0.0363341	4.72155	11.8164	0.834285	37.0469	33.0229	148982	667.39	0.983266	0.0400333	0.0400333	225.124	187.818	81.4771	41.4409	41.9231	43.2401	1033.37	106.091	41.5886	1033.37	98.5383	41.9277	168.278	35.995	2.55295	0	2.55295	0	4.40192	-3.30892	0	0.24777	2.22791	3.37178	0.327599	3.28805	0	5.5437	0	5.5437	1.58219	2.7327	35767.7	6.92278	4257.83	0.999222	1.12778	1.0048	1.0048	1.06019	0.6658	0.137135	0.811272	1.11409	1.162	1.00604	0.993615	161.939	34.7763	0	nan
95.0444	78467.8	62.7907	90.5947	5102.16	34126	69.5164	82.4145	104.719	57.2439	5688.51	738.158	5.69235	6.93149	11.4165	0.959729	0.279487	570.008	2384.54	0.0363341	4.72155	11.2795	0.83386	37.047	33.023	138546	624.878	0.924357	0.0400333	0.0400333	224.656	187.332	80.9659	41.4035	41.9783	43.2509	1033.27	104.888	42.1336	1033.27	97.2788	42.4002	165.029	38.3056	2.55248	0	2.55248	0	2.0606	-2.72994	0	0.247749	2.24696	3.34126	0.333596	3.2634	0	5.46653	0	5.46653	1.6043	2.72077	35729.1	6.8565	4288.94	0.998838	1.12728	1.00445	1.00445	1.05974	0.665521	0.137118	0.81104	1.11359	1.16154	1.00566	0.993254	168.094	36.0965	0	nan
96.0556	78467.8	63.5294	90.6681	5102.36	34125.8	66.5748	82.7461	104.79	57.6198	5760.09	738.158	5.67163	6.94274	11.4165	0.959772	0.279639	570.008	2368.24	0.0363341	4.72155	11.1215	0.833409	37.0472	33.0231	126369	586.19	0.855114	0.0400333	0.0400333	224.162	186.819	80.598	41.4525	41.8916	43.2621	1033.24	103.745	42.5436	1033.24	96.0782	42.7515	164.091	38.965	2.55202	0	2.55202	0	0.267834	-1.79158	0	0.247727	2.2656	3.31156	0.339548	3.2384	0	5.39187	0	5.39187	1.6259	2.70875	35690.8	6.79074	4319.7	0.998659	1.12705	1.00429	1.00429	1.05952	0.66539	0.13711	0.810931	1.11336	1.16133	1.00548	0.993085	174.334	37.4362	0	nan
97.0667	78467.8	63.5294	90.6725	5102.56	34125.6	63.8499	82.9305	105.066	57.6996	5760.37	738.158	5.65439	6.93257	11.465	0.959511	0.280235	571.702	2823.77	0.0363839	4.75582	15.6192	0.833057	37.0474	33.0233	114559	557.935	0.78585	0.0400333	0.0400333	223.778	186.42	80.9511	41.5834	41.8822	43.2725	1032.74	107.128	40.5299	1032.74	99.5887	40.9927	216.893	0.414584	2.5516	0	2.5516	0	0.0701679	-6.09694	0	0.247706	2.28371	3.28303	0.345411	3.21332	0	5.31936	0	5.31936	1.64698	2.69662	35652.6	6.72612	4350.13	0.998719	1.12713	1.00434	1.00434	1.0596	0.665434	0.137113	0.810967	1.11344	1.1614	1.00554	0.993142	180.657	38.7935	0	nan
98.0778	78467.8	63.5294	90.4942	5102.76	34125.4	61.4137	82.8969	104.991	57.6982	5749.04	738.158	5.64046	6.92536	11.465	0.959106	0.280913	571.702	2710.18	0.0363839	4.75582	14.4328	0.832743	37.0475	33.0234	103718	537.116	0.721078	0.0400333	0.0400333	223.437	186.066	81.6379	41.7277	41.8334	43.2827	1033.89	107.644	40.81	1033.89	100.096	41.2711	186.621	22.7081	2.5512	0	2.5512	0	0.0779308	-1.59353	0	0.247684	2.30131	3.25555	0.351182	3.18823	0	5.24861	0	5.24861	1.66752	2.68442	35614.8	6.66261	4380.23	0.998847	1.12729	1.00446	1.00446	1.05975	0.665527	0.137119	0.811045	1.11361	1.16155	1.00567	0.993262	187.061	40.1677	0	nan
99.0889	78467.8	62.7907	90.388	5102.97	34125.2	59.5786	82.5427	104.873	57.317	5675.52	738.158	5.62972	6.91319	11.465	0.959291	0.28079	571.702	2458.44	0.0363839	4.75582	11.9953	0.832485	37.0477	33.0235	95526.6	523.971	0.670836	0.0400333	0.0400333	223.159	185.777	80.7824	41.719	41.9015	43.2919	1033.4	106.436	41.524	1033.4	98.8513	41.8975	169.157	35.2947	2.55081	0	2.55081	0	0.412989	-0.976795	0	0.247662	2.31841	3.22903	0.356845	3.16322	0	5.17895	0	5.17895	1.68751	2.67222	35577.1	6.60061	4410.01	0.998609	1.12699	1.00424	1.00424	1.05947	0.665354	0.137108	0.810901	1.1133	1.16127	1.00544	0.993038	193.54	41.5563	0	nan
100.1	78467.8	62.7907	90.3853	5103.18	34125	57.9783	82.3456	104.554	57.239	5675.35	738.158	5.62914	6.92186	11.465	0.959378	0.280336	571.702	2389.71	0.0363839	4.75582	11.3296	0.832238	37.0479	33.0236	88811.7	513.667	0.608657	0.0400333	0.0400333	222.893	185.5	81.333	41.6457	41.8811	43.3604	1033.28	105.269	42.079	1033.28	97.6326	42.3759	165.106	38.182	2.55045	0	2.55045	0	-0.0113773	-0.64446	0	0.247641	2.33511	3.20311	0.362435	3.13814	0	5.11064	0	5.11064	1.70696	2.66007	35539.7	6.53957	4439.48	0.998234	1.1265	1.0039	1.0039	1.05902	0.665081	0.137092	0.810674	1.11281	1.16082	1.00506	0.992684	200.094	42.96	0	nan
101.111	78467.8	62.7907	90.5839	5103.39	34124.8	63.6069	82.3822	104.659	57.2296	5687.83	738.158	5.64521	6.93025	11.465	0.960526	0.292122	571.702	2369.73	0.0363839	4.75582	11.1359	0.835796	37.048	33.0238	83512	635.916	0.550589	0.0400333	0.0400333	226.851	189.601	81.3083	46.0676	41.9516	43.3648	1033.24	104.101	42.5129	1033.24	96.4179	42.7469	163.96	38.9891	2.55014	0	2.55014	0	2.64951	-1.92769	0	0.247619	2.35145	3.17922	0.367969	3.11312	0	5.06463	0	5.06463	1.7259	2.64805	35502.5	6.47978	4468.65	0.992811	1.1195	0.998908	0.998908	1.05257	0.661137	0.136853	0.807389	1.10574	1.15432	0.999701	0.987572	206.722	44.379	0	nan
102.122	78467.8	62.7907	90.6457	5103.6	34124.6	86.1193	82.412	104.727	57.2324	5691.71	738.158	5.66068	6.93422	11.5139	0.959934	0.286599	575.433	2767.9	0.036459	4.80756	15.0783	0.846284	37.0482	33.0239	88400.1	1408.07	0.569097	0.0400333	0.0400333	239.371	202.576	81.0132	43.8196	41.9067	43.3698	1032.63	106.706	40.7408	1032.63	99.1337	41.1896	216.87	0.417885	2.54984	0	2.54984	0	6.1051	-8.47249	0	0.247598	2.36779	3.16152	0.373567	3.08806	0	5.0261	0	5.0261	1.74442	2.63653	35465.5	6.42099	4497.48	0.987729	1.11294	0.994235	0.994235	1.04653	0.657441	0.13663	0.804311	1.09912	1.14824	0.994675	0.982783	213.43	45.8194	0	nan
103.133	78467.8	63.5294	90.7163	5103.8	34124.4	100.112	82.7437	104.798	57.6085	5763.15	738.158	5.68211	6.94533	11.5139	0.959187	0.281553	575.433	2786.27	0.036459	4.80756	15.1713	0.844694	37.0483	33.024	116015	1986.27	0.685267	0.0400333	0.0400333	237.39	200.522	81.6853	41.9653	41.8241	43.3751	1034	107.788	40.709	1034	100.239	41.2013	192.981	18.1005	2.54956	0	2.54956	0	8.29158	-5.27186	0	0.247576	2.38426	3.13967	0.379277	3.06182	0	4.93474	0	4.93474	1.76262	2.62498	35428.7	6.3619	4525.99	0.997299	1.12529	1.00304	1.00304	1.05791	0.664401	0.137051	0.810107	1.11159	1.1597	1.00414	0.991803	220.218	47.2841	0	nan
104.144	78467.8	63.5294	90.7186	5104	34124.2	104.541	82.9283	105.074	57.6886	5763.3	738.158	5.70337	6.93507	11.5139	0.959445	0.279756	575.433	2478.8	0.036459	4.80756	12.1925	0.842465	37.0485	33.0241	147481	2069.56	0.818578	0.0400333	0.0400333	234.665	197.698	80.3948	41.4017	41.827	43.3809	1033.44	106.445	41.54	1033.44	98.8561	41.9396	170.305	34.4391	2.5493	0	2.5493	0	8.62822	-3.65593	0	0.247553	2.40053	3.1144	0.384995	3.03487	0	4.84866	0	4.84866	1.78041	2.61333	35392.2	6.30248	4554.19	0.999556	1.12821	1.00511	1.00511	1.06059	0.666043	0.13715	0.811474	1.11453	1.1624	1.00637	0.99393	227.081	48.7691	0	nan
105.156	78467.8	63.5294	90.5388	5104.19	34124	104.626	82.8953	105	57.6878	5751.88	738.158	5.72515	6.92781	11.5139	0.959611	0.279077	575.433	2395.43	0.036459	4.80756	11.385	0.840888	37.0487	33.0242	172780	1941.66	0.93008	0.0400333	0.0400333	232.777	195.739	80.6557	41.2283	41.9439	43.3868	1033.29	105.133	42.1728	1033.29	97.5054	42.4851	165.33	37.989	2.54906	0	2.54906	0	7.91797	-1.79037	0	0.24753	2.41639	3.08888	0.390647	3.00785	0	4.77309	0	4.77309	1.79775	2.60168	35355.8	6.24344	4582.1	0.99989	1.12864	1.00542	1.00542	1.06099	0.666285	0.137164	0.811676	1.11496	1.1628	1.0067	0.994245	234.014	50.2708	0	nan
106.167	78467.8	62.7907	90.4321	5104.38	34123.8	102.913	82.5419	104.883	57.3073	5678.29	738.158	5.74133	6.91563	11.5139	0.959473	0.279192	575.433	2371.4	0.036459	4.80756	11.1521	0.839964	37.0488	33.0244	186017	1788.02	0.990805	0.0400333	0.0400333	231.686	194.607	81.7639	41.2566	41.9059	43.3923	1033.25	103.89	42.6244	1033.25	96.213	42.8669	163.949	38.9625	2.54881	0	2.54881	0	6.97729	-0.619973	0	0.247507	2.4316	3.06452	0.396136	2.98135	0	4.7062	0	4.7062	1.81456	2.59005	35319.7	6.18557	4609.74	0.999886	1.12864	1.00542	1.00542	1.06098	0.666283	0.137164	0.811674	1.11496	1.1628	1.0067	0.994241	241.008	51.7826	0	nan
107.178	78467.8	62.7907	90.4276	5104.56	34123.6	100.73	82.3455	104.566	57.2298	5678.01	738.158	5.75821	6.92434	11.5385	0.959369	0.279836	576.016	2705.97	0.0364867	4.82274	14.4784	0.839206	37.049	33.0245	195147	1630.27	1.03777	0.0400333	0.0400333	230.8	193.689	81.1393	41.3934	41.9282	43.3976	1032.52	105.773	41.1907	1032.52	98.1593	41.5988	216.832	0.431219	2.54856	0	2.54856	0	5.8359	-6.13771	0	0.247484	2.44641	3.04067	0.401534	2.95506	0	4.64261	0	4.64261	1.8309	2.57851	35283.8	6.12845	4637.1	0.999997	1.12878	1.00552	1.00552	1.06112	0.666363	0.137169	0.811741	1.1151	1.16293	1.00681	0.994346	248.064	53.3067	0	nan
108.189	78467.8	62.7907	90.5707	5104.75	34123.4	97.639	82.3574	104.602	57.2241	5687	738.158	5.77502	6.92951	11.5385	0.9592	0.2801	576.016	2865.34	0.0364867	4.82274	15.9444	0.838432	37.0492	33.0246	199641	1468.16	1.06629	0.0400333	0.0400333	229.901	192.756	80.5922	41.4201	41.8165	43.4029	1034.04	107.7	40.7116	1034.04	100.123	41.2094	200.853	12.3486	2.54832	0	2.54832	0	4.33742	-2.72346	0	0.247461	2.46085	3.01713	0.40685	2.92894	0	4.58115	0	4.58115	1.84677	2.56705	35248	6.07202	4664.19	1.00028	1.12914	1.00577	1.00577	1.06145	0.666566	0.137181	0.81191	1.11547	1.16326	1.00708	0.994608	255.181	54.8429	0	nan
109.2	78467.8	62.7907	90.6293	5104.94	34123.2	92.3771	82.3853	104.675	57.2227	5690.68	738.158	5.79136	6.93283	11.5385	0.959234	0.279307	576.016	2501.56	0.0364867	4.82274	12.4128	0.836719	37.0493	33.0247	199410	1260.43	1.07409	0.0400333	0.0400333	227.933	190.716	80.815	41.1919	41.8837	43.4084	1033.49	106.449	41.5003	1033.49	98.8289	41.9005	171.598	33.4993	2.54807	0	2.54807	0	2.3539	-0.802171	0	0.247438	2.47488	2.99371	0.412074	2.90301	0	4.52094	0	4.52094	1.86218	2.55566	35212.5	6.01645	4691.02	1.00096	1.13002	1.0064	1.0064	1.06226	0.667062	0.137211	0.812323	1.11635	1.16408	1.00776	0.995251	262.356	56.39	0	nan
110.211	78467.8	62.7907	90.6911	5105.12	34123.1	87.5662	82.4166	104.745	57.2265	5694.56	738.158	5.80207	6.93681	11.5385	0.959376	0.279063	576.016	2401.67	0.0364867	4.82274	11.4454	0.835798	37.0495	33.0248	193954	1070.93	1.07957	0.0400333	0.0400333	226.892	189.636	81.3168	41.1828	41.9172	43.3807	1033.3	105.246	42.0911	1033.3	97.5736	42.4066	165.568	37.8065	2.5478	0	2.5478	0	1.36095	-0.0666004	0	0.247415	2.4885	2.97119	0.417204	2.87738	0	4.46658	0	4.46658	1.87713	2.54439	35177.1	5.96178	4717.59	1.00039	1.12928	1.00588	1.00588	1.06158	0.666648	0.137186	0.811979	1.11561	1.1634	1.0072	0.994715	269.587	57.9476	0	nan
111.222	78467.8	63.5294	90.7618	5105.3	34122.9	82.4632	82.7495	104.817	57.6035	5766.04	738.158	5.78514	6.94796	11.5385	0.959556	0.279206	576.016	2373.19	0.0364867	4.82274	11.1694	0.835273	37.0496	33.025	181195	898.043	1.13278	0.0400333	0.0400333	226.303	189.025	80.5713	41.2454	41.8565	43.3357	1033.25	104.098	42.5219	1033.25	96.3697	42.7675	163.932	38.9609	2.54737	0	2.54737	0	0.503756	1.11096	0	0.247391	2.50183	2.94918	0.422294	2.85179	0	4.41464	0	4.41464	1.89168	2.53324	35141.9	5.90757	4743.9	1.00001	1.1288	1.00553	1.00553	1.06113	0.666373	0.13717	0.811749	1.11512	1.16295	1.00682	0.994358	276.878	59.5195	0	nan
112.233	78467.8	63.5294	90.7641	5105.48	34122.7	77.8581	82.935	105.094	57.6845	5766.19	738.158	5.75767	6.9377	11.5632	0.959265	0.279806	578.423	2640.83	0.0365135	4.85346	13.8477	0.834828	37.0498	33.0251	168035	777.707	1.08979	0.0400333	0.0400333	225.809	188.512	81.2856	41.3891	41.7847	43.3346	1032.39	105.233	41.3302	1032.39	97.5629	41.6847	216.733	0.48751	2.54686	0	2.54686	0	7.17096	-1.50825	0	0.247368	2.51475	2.92821	0.427286	2.82658	0	4.36459	0	4.36459	1.90582	2.52219	35106.9	5.85446	4769.95	0.999913	1.12867	1.00544	1.00544	1.06102	0.666303	0.137165	0.811691	1.11499	1.16283	1.00673	0.994267	284.224	61.1026	0	nan
113.244	78467.8	63.5294	90.5842	5105.66	34122.5	73.8147	82.9028	105.02	57.6845	5754.76	738.158	5.73184	6.93043	11.5632	0.958912	0.280634	578.423	2934.08	0.0365135	4.85346	16.6317	0.834343	37.05	33.0252	154633	693.941	1.01965	0.0400333	0.0400333	225.27	187.952	81.3938	41.5715	41.8458	43.3435	1033.82	107.927	40.3898	1033.82	100.341	40.8901	210.917	4.9312	2.54637	0	2.54637	0	5.81906	-5.10895	0	0.247344	2.52727	2.90808	0.432181	2.80178	0	4.3159	0	4.3159	1.91954	2.51122	35072.2	5.80243	4795.75	0.999988	1.12877	1.00551	1.00551	1.0611	0.666357	0.137169	0.811736	1.11509	1.16292	1.0068	0.994338	291.622	62.6964	0	nan
