Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	Brain-Vascular-Succinylcholine-Concentration(ug/mL)	Fat-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	Fat-Vascular-Succinylcholine-Concentration(ug/mL)	LeftKidney-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Succinylcholine-Concentration(ug/mL)	RightKidney-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Succinylcholine-Concentration(ug/mL)	Liver-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	Liver-Vascular-Succinylcholine-Concentration(ug/mL)	Succinylcholine-MassInBody(ug)	Succinylcholine-PlasmaConcentration(ug/mL)	Succinylcholine-RemainingSystemicMassCleared(ug)	Succinylcholine-Kidneys-PartitionCoefficient	Succinylcholine-Brain-PartitionCoefficient	Succinylcholine-RightLung-PartitionCoefficient	Succinylcholine-LeftLung-PartitionCoefficient	Succinylcholine-Liver-PartitionCoefficient	Succinylcholine-Bone-PartitionCoefficient	Succinylcholine-Fat-PartitionCoefficient	Succinylcholine-Skin-PartitionCoefficient	Succinylcholine-Muscle-PartitionCoefficient	Succinylcholine-Spleen-PartitionCoefficient	Succinylcholine-Gut-PartitionCoefficient	Succinylcholine-Myocardium-PartitionCoefficient	Succinylcholine-Liver-MassCleared(ug)	Succinylcholine-Liver-MassExcreted(ug)	Succinylcholine-Kidneys-MassCleared(ug)	Succinylcholine-Kidneys-MassExcreted(ug)	
191.1	78467.8	103.846	43.6548	5033.67	34194.1	104.989	108.782	119.89	91.8963	4533.39	738.123	4.02732	4.78243	0	0.52615	0.30683	0	2361.25	0.0367687	0	11.0537	0.794762	37.0716	32.9944	203117	1230.99	1.16465	0.0588049	0.0588049	188.784	150.038	28.0124	46.7793	25.7687	47.6458	1033.23	28.664	47.735	1033.23	28.3904	47.7371	174.097	37.9904	2.56062	0	2.56062	0	0.423466	-1.36514	0.191976	0	0.157955	0.0954041	0.044595	0.0589011	0	0.0570326	0	0.0570326	0.160395	0.117539	1771.9	0.138062	3255.88	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
192.111	78467.8	101.887	43.2589	5032.95	34194.9	118.694	108.404	119.811	91.3286	4407.51	738.123	4.05061	4.75765	0	0.522682	0.307181	0	2361.25	0.0367687	0	11.0537	0.794824	37.0718	32.994	199942	1698.5	1.00193	0.0577517	0.0577517	188.84	150.094	27.8598	46.913	25.6587	47.7723	1033.23	28.5132	47.936	1033.23	28.2434	47.9507	174.097	37.9904	2.56049	0	2.56049	0	0.418663	0.522504	0.190914	0	0.157684	0.0950689	0.0446639	0.0582503	0	0.0565703	0	0.0565703	0.160279	0.117172	1768.89	0.137118	3258.89	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
193.122	78467.8	101.887	43.281	5032.21	34195.6	91.038	108.018	119.342	91.075	4409.76	738.115	3.99139	4.76259	0	0.520942	0.3074	0	2361.25	0.0367687	0	11.0537	0.793151	37.0721	32.9937	176704	964.453	0.905169	0.0579643	0.0579643	187.548	148.754	27.7675	46.948	25.5311	47.8027	1033.23	28.3728	47.8948	1033.23	28.1079	47.9058	174.097	37.9904	2.55966	0	2.55966	0	0.342682	-2.38743	0.189809	0	0.157418	0.094631	0.0447305	0.0576143	0	0.0560274	0	0.0560274	0.160161	0.116806	1765.9	0.136138	3261.87	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
194.133	78467.8	101.887	43.4731	5031.47	34196.3	101.676	107.97	119.277	91.0624	4429.34	738.093	4.00107	4.76885	0	0.517445	0.307313	0	2361.25	0.0367687	0	11.0537	0.793498	37.0723	32.9933	198304	1157.81	1.13252	0.0585423	0.0585423	187.823	149.037	27.5919	46.8954	25.3695	47.7404	1033.23	28.2313	47.8494	1033.23	27.971	47.8545	174.097	37.9904	2.55948	0	2.55948	0	0.398707	-1.79958	0.188769	0	0.157135	0.094269	0.0448002	0.0569576	0	0.0554363	0	0.0554363	0.160038	0.116435	1762.94	0.135219	3264.84	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
195.144	78467.8	103.846	43.3827	5030.73	34197.1	114.059	108.697	119.752	91.9063	4505.13	738.093	4.05411	4.76577	0	0.51396	0.307185	0	2361.25	0.0367687	0	11.0537	0.793714	37.0726	32.9929	209510	1539.5	1.04552	0.0577881	0.0577881	187.997	149.216	27.4993	46.8264	25.2568	47.8265	1033.23	28.0843	48.0001	1033.23	27.8278	48.0125	174.097	37.9904	2.55964	0	2.55964	0	0.399081	1.29701	0.187746	0	0.156858	0.093932	0.0448671	0.056329	0	0.0548986	0	0.0548986	0.159913	0.116074	1760	0.134317	3267.78	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
196.156	78467.8	103.846	43.0384	5029.99	34197.8	113.619	108.682	119.728	91.9034	4469.37	738.062	4.00813	4.74983	0	0.511164	0.310622	0	2361.25	0.0367687	0	11.0537	0.793122	37.0728	32.9925	178619	1517.28	0.915619	0.0575285	0.0575285	187.547	148.748	27.3232	48.0656	25.1277	47.888	1033.23	27.9437	48.0424	1033.23	27.6912	48.0576	174.097	37.9904	2.55887	0	2.55887	0	0.374669	-1.76713	0.186694	0	0.156589	0.0935842	0.0449309	0.0557278	0	0.0547547	0	0.0547547	0.159786	0.115724	1757.08	0.133391	3270.7	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
197.167	78467.8	103.846	42.9474	5029.23	34198.6	96.5629	108.608	119.631	91.8637	4459.92	738.052	3.97388	4.74402	0	0.508844	0.30788	0	2361.25	0.0367687	0	11.0537	0.792098	37.0731	32.9921	188092	1047.69	1.07021	0.0586552	0.0586552	186.768	147.938	27.2742	47.0376	25.0114	47.835	1033.23	27.8058	47.9795	1033.23	27.5573	47.988	174.097	37.9904	2.5583	0	2.5583	0	0.347752	-0.930396	0.185663	0	0.156305	0.0931635	0.0449974	0.0550981	0	0.0539429	0	0.0539429	0.159654	0.115359	1754.18	0.132486	3273.6	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
198.178	78467.8	103.846	42.7999	5028.49	34199.3	106.998	108.499	119.482	91.8227	4444.61	738.052	4.02236	4.73439	0	0.50545	0.307812	0	2361.25	0.0367687	0	11.0537	0.792317	37.0733	32.9918	203826	1295.32	1.17123	0.0586867	0.0586867	186.942	148.118	27.1142	46.9907	24.8775	47.8465	1033.23	27.6695	47.9448	1033.23	27.4252	47.9459	174.097	37.9904	2.55845	0	2.55845	0	0.422319	3.30955	0.184674	0	0.156023	0.0928285	0.0450624	0.0544902	0	0.0534181	0	0.0534181	0.15952	0.115004	1751.3	0.131621	3276.47	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
199.189	78467.8	103.846	42.6823	5027.76	34200	119.369	108.438	119.399	91.8002	4432.39	738.052	4.02911	4.72715	0	0.502141	0.308963	0	2361.25	0.0367687	0	11.0537	0.792305	37.0736	32.9914	195555	1717.41	0.983644	0.0578203	0.0578203	186.941	148.114	26.9612	47.3884	24.8025	47.9778	1033.23	27.5245	48.1452	1033.23	27.2836	48.1606	174.097	37.9904	2.55814	0	2.55814	0	0.402726	0.203027	0.183688	0	0.155751	0.0925252	0.0451239	0.0539164	0	0.05307	0	0.05307	0.159384	0.114664	1748.45	0.13076	3279.33	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
200.2	78467.8	103.846	42.6375	5027.01	34200.8	91.765	108.413	119.369	91.7848	4427.75	738.052	3.97944	4.72432	0	0.500399	0.308397	0	2361.25	0.0367687	0	11.0537	0.790667	37.0738	32.991	178472	972.9	0.913965	0.0582694	0.0582694	185.702	146.828	26.8139	47.1629	24.641	48.0101	1033.23	27.3902	48.101	1033.23	27.1529	48.1122	174.097	37.9904	2.55739	0	2.55739	0	0.336087	-2.39031	0.182673	0	0.155477	0.0921142	0.0451847	0.0533426	0	0.0525375	0	0.0525375	0.159246	0.11432	1745.61	0.129876	3282.17	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
201.211	78467.8	103.846	42.5761	5026.26	34201.5	101	108.362	119.312	91.7506	4421.36	738.052	3.98648	4.71989	0	0.497008	0.308354	0	2361.25	0.0367687	0	11.0537	0.790918	37.0741	32.9906	197324	1140.07	1.12679	0.0585785	0.0585785	185.899	147.031	26.6979	47.124	24.5557	47.9497	1033.23	27.2543	48.0646	1033.23	27.0202	48.0702	174.097	37.9904	2.5572	0	2.5572	0	0.37526	-1.59627	0.181714	0	0.15519	0.0917799	0.0452476	0.0527564	0	0.0520276	0	0.0520276	0.159103	0.113973	1742.79	0.129043	3284.98	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
202.222	78467.8	103.846	42.5298	5025.52	34202.3	112.656	108.341	119.288	91.7422	4416.56	738.052	4.03968	4.71679	0	0.49362	0.308232	0	2361.25	0.0367687	0	11.0537	0.791121	37.0743	32.9902	207684	1501.74	1.09208	0.0575109	0.0575109	186.06	147.196	26.5591	47.0566	24.409	48.0017	1033.23	27.1142	48.2001	1033.23	26.8836	48.2125	174.097	37.9904	2.5574	0	2.5574	0	0.374145	1.22267	0.18077	0	0.154912	0.0914734	0.0453075	0.0521998	0	0.0515588	0	0.0515588	0.158959	0.113637	1740	0.128225	3287.78	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
203.233	78467.8	103.846	42.4921	5024.77	34203	114.969	108.354	119.303	91.7629	4412.64	738.052	3.99696	4.71481	0	0.490746	0.311059	0	2361.25	0.0367687	0	11.0537	0.790771	37.0746	32.9899	179950	1576.09	0.919981	0.0574602	0.0574602	185.802	146.927	26.4166	48.0719	24.291	48.1021	1033.23	26.9791	48.2499	1033.23	26.7515	48.2656	174.097	37.9904	2.55667	0	2.55667	0	0.390718	-1.34909	0.179807	0	0.154642	0.0911637	0.0453645	0.0516701	0	0.0514192	0	0.0514192	0.158814	0.113313	1737.22	0.127392	3290.56	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
204.244	78467.8	103.846	42.4753	5024.01	34203.8	95.872	108.374	119.325	91.7835	4410.9	738.051	3.95459	4.71415	0	0.488572	0.308862	0	2361.25	0.0367687	0	11.0537	0.789515	37.0748	32.9895	186352	1035.92	1.05852	0.0586608	0.0586608	184.864	145.953	26.313	47.2463	24.2352	48.0523	1033.23	26.8468	48.1834	1033.23	26.6221	48.1923	174.097	37.9904	2.55607	0	2.55607	0	0.345328	-0.831474	0.178854	0	0.154358	0.0907709	0.0454239	0.0511149	0	0.0507216	0	0.0507216	0.158665	0.112974	1734.46	0.126569	3293.32	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
205.256	78467.8	103.846	42.4474	5023.27	34204.5	106.148	108.428	119.387	91.8338	4408	738.051	3.99858	4.7135	0	0.485189	0.308777	0	2361.25	0.0367687	0	11.0537	0.78974	37.0751	32.9891	203628	1273.31	1.16806	0.0584778	0.0584778	185.04	146.133	26.1706	47.1945	24.043	48.0639	1033.23	26.7154	48.1418	1033.23	26.4943	48.1432	174.097	37.9904	2.55622	0	2.55622	0	0.397723	0.239816	0.177942	0	0.154073	0.0904595	0.0454823	0.050574	0	0.0502563	0	0.0502563	0.158514	0.112643	1731.72	0.125785	3296.06	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
206.267	78467.8	103.846	42.4306	5022.53	34205.2	119.287	108.485	119.456	91.8818	4406.26	738.051	4.01187	4.71373	0	0.48184	0.309522	0	2361.25	0.0367687	0	11.0537	0.789743	37.0753	32.9887	198977	1715.88	0.997755	0.0575785	0.0575785	185.05	146.142	26.0523	47.4593	23.9289	48.194	1033.23	26.5754	48.3469	1033.23	26.3567	48.3624	174.097	37.9904	2.55602	0	2.55602	0	0.383674	0.382937	0.177033	0	0.153798	0.0901786	0.0455379	0.050062	0	0.0499311	0	0.0499311	0.158361	0.112324	1729	0.125004	3298.78	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
207.278	78467.8	103.846	42.424	5021.77	34206	93.8627	108.543	119.527	91.9295	4405.57	738.051	3.96044	4.71447	0	0.480113	0.312777	0	2361.25	0.0367687	0	11.0537	0.788089	37.0756	32.9883	177458	996.265	0.908918	0.0582446	0.0582446	183.825	144.87	25.9415	48.7919	23.865	48.2261	1033.23	26.4454	48.3158	1033.23	26.2294	48.3283	174.097	37.9904	2.5553	0	2.5553	0	0.322655	-2.55542	0.176095	0	0.153524	0.0898004	0.0455924	0.0495535	0	0.0495519	0	0.0495519	0.158206	0.112004	1726.3	0.1242	3301.48	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
208.289	78467.8	103.846	42.4218	5021.01	34206.7	100.523	108.572	119.562	91.9544	4405.35	738.051	3.95887	4.71491	0	0.476773	0.309268	0	2361.25	0.0367687	0	11.0537	0.788361	37.0758	32.9879	196322	1125.21	1.11841	0.0588879	0.0588879	184.033	145.085	25.8154	47.317	23.7483	48.1669	1033.23	26.3141	48.2781	1033.23	26.1012	48.2858	174.097	37.9904	2.55508	0	2.55508	0	0.353912	-1.46213	0.175208	0	0.153234	0.0894818	0.0456495	0.0490282	0	0.0490274	0	0.0490274	0.158047	0.111676	1723.61	0.123442	3304.17	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
209.3	78467.8	103.846	42.4168	5020.26	34207.5	111.997	108.635	119.636	92.0087	4404.82	738.028	4.01015	4.71582	0	0.47341	0.309146	0	2361.25	0.0367687	0	11.0537	0.788582	37.0761	32.9875	206657	1465.06	1.13857	0.0580267	0.0580267	184.205	145.26	25.6808	47.2536	23.6309	48.1961	1033.23	26.1797	48.4046	1033.23	25.969	48.4172	174.097	37.9904	2.55532	0	2.55532	0	0.359705	1.12363	0.174332	0	0.152951	0.089194	0.045704	0.0485282	0	0.0486073	0	0.0486073	0.157888	0.111359	1720.94	0.122694	3306.83	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
210.311	78467.8	103.846	42.409	5019.51	34208.2	116.725	108.701	119.712	92.0685	4404.02	738.028	3.97406	4.71669	0	0.470462	0.311525	0	2361.25	0.0367687	0	11.0537	0.788393	37.0763	32.9871	182443	1627.93	0.929663	0.0578642	0.0578642	184.072	145.121	25.5085	48.1058	23.5273	48.316	1033.23	26.049	48.4659	1033.23	25.8402	48.4824	174.097	37.9904	2.55465	0	2.55465	0	0.367999	-1.08587	0.173444	0	0.152678	0.0889109	0.0457558	0.0480529	0	0.0484689	0	0.0484689	0.157727	0.111054	1718.3	0.121937	3309.48	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
211.322	78467.8	103.846	42.4042	5018.74	34209	95.584	108.734	119.749	92.0986	4403.52	738.028	3.92524	4.71709	0	0.468416	0.309754	0	2361.25	0.0367687	0	11.0537	0.786976	37.0766	32.9867	185193	1028.66	1.05063	0.0589778	0.0589778	183.034	144.044	25.3779	47.4399	23.3705	48.2667	1033.23	25.921	48.3993	1033.23	25.7151	48.4088	174.097	37.9904	2.554	0	2.554	0	0.332932	-0.750365	0.17256	0	0.152392	0.0885399	0.0458096	0.0475563	0	0.0478686	0	0.0478686	0.157562	0.110734	1715.66	0.121187	3312.11	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
212.333	78467.8	103.846	42.3938	5017.98	34209.8	105.696	108.797	119.82	92.1551	4402.44	738.028	3.9666	4.71775	0	0.465072	0.309684	0	2361.25	0.0367687	0	11.0537	0.7872	37.0768	32.9863	203376	1252.28	1.16555	0.0588746	0.0588746	183.206	144.22	25.2732	47.3952	23.2924	48.2774	1033.23	25.7946	48.3588	1033.23	25.5908	48.3617	174.097	37.9904	2.5541	0	2.5541	0	0.380844	-1.19995	0.171717	0	0.152104	0.088249	0.0458629	0.0470694	0	0.0474544	0	0.0474544	0.157396	0.110419	1713.05	0.120472	3314.73	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
213.344	78467.8	105.882	42.2441	5017.22	34210.5	117.084	109.478	120.231	92.9758	4472.9	738.028	3.99875	4.71207	0	0.461768	0.309544	0	2361.25	0.0367687	0	11.0537	0.787284	37.0771	32.9859	206184	1633.32	1.03142	0.0582749	0.0582749	183.275	144.289	25.1392	47.3202	23.1873	48.4054	1033.23	25.6596	48.5528	1033.23	25.4576	48.5678	174.097	37.9904	2.55406	0	2.55406	0	0.385114	1.0225	0.170878	0	0.151821	0.0879758	0.0459146	0.0465997	0	0.0470949	0	0.0470949	0.157228	0.110112	1710.45	0.119762	3317.33	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
214.356	78467.8	103.846	41.8743	5016.46	34211.3	109.446	109.1	120.151	92.4023	4348.48	738.022	3.95302	4.68821	0	0.459368	0.314712	0	2361.25	0.0367687	0	11.0537	0.785663	37.0773	32.9856	175842	1343.65	0.903952	0.0588249	0.0588249	182.098	143.068	25.0226	49.2253	23.0778	48.4362	1033.23	25.5332	48.5717	1033.23	25.3338	48.5873	174.097	37.9904	2.55332	0	2.55332	0	0.343499	-2.25334	0.170014	0	0.151544	0.0876705	0.0459643	0.0461457	0	0.0470583	0	0.0470583	0.157058	0.109811	1707.87	0.119032	3319.91	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
215.367	78467.8	103.846	41.911	5015.69	34212	97.9931	108.713	119.683	92.144	4352.29	738.012	3.92736	4.69329	0	0.456885	0.310285	0	2361.25	0.0367687	0	11.0537	0.785696	37.0776	32.9852	190188	1070.29	1.08211	0.0594356	0.0594356	182.13	143.099	24.91	47.5595	22.9268	48.3813	1033.23	25.4078	48.5129	1033.23	25.2104	48.5223	174.097	37.9904	2.55281	0	2.55281	0	0.342059	-1.04856	0.16918	0	0.151254	0.0873359	0.0460158	0.0456753	0	0.0463806	0	0.0463806	0.156885	0.109499	1705.3	0.118329	3322.48	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
216.378	78467.8	103.846	42.1017	5014.94	34212.8	108.667	108.649	119.605	92.1128	4372.09	737.992	3.97383	4.69964	0	0.453602	0.310181	0	2361.25	0.0367687	0	11.0537	0.785906	37.0778	32.9848	204838	1349.13	1.17685	0.0584748	0.0584748	182.29	143.263	24.7302	47.5027	22.8344	48.3917	1033.23	25.283	48.5026	1033.23	25.0884	48.506	174.097	37.9904	2.55293	0	2.55293	0	0.370799	9.45286	0.168367	0	0.150968	0.0870666	0.0460656	0.045225	0	0.0459993	0	0.0459993	0.156712	0.109198	1702.75	0.117646	3325.03	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
217.389	78467.8	105.882	42.001	5014.18	34213.5	120.104	109.349	120.058	92.9322	4447.17	737.99	3.97749	4.69705	0	0.450393	0.311297	0	2361.25	0.0367687	0	11.0537	0.785832	37.0781	32.9844	197918	1719.89	0.99721	0.0581436	0.0581436	182.243	143.212	24.655	47.8946	22.6884	48.5237	1033.23	25.1513	48.6836	1033.23	24.9579	48.6999	174.097	37.9904	2.55255	0	2.55255	0	0.36229	0.200467	0.167555	0	0.150688	0.0868119	0.0461138	0.0447909	0	0.0457578	0	0.0457578	0.156537	0.108904	1700.21	0.116965	3327.56	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
218.4	78467.8	105.882	41.6728	5013.4	34214.3	98.678	109.328	120.029	92.9198	4412.42	737.99	3.93682	4.68206	0	0.448579	0.317687	0	2361.25	0.0367687	0	11.0537	0.783594	37.0783	32.984	178331	1062.86	0.915881	0.0588043	0.0588043	180.638	141.547	24.565	50.4285	22.5731	48.5541	1033.23	25.0284	48.6624	1033.23	24.8372	48.676	174.097	37.9904	2.55183	0	2.55183	0	0.311949	-2.59067	0.166727	0	0.150408	0.0864774	0.0461613	0.0443582	0	0.045526	0	0.045526	0.15636	0.108607	1697.69	0.11627	3330.08	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
219.411	78467.8	105.882	41.5937	5012.63	34215.1	99.4672	109.253	119.932	92.8759	4404.04	737.99	3.9279	4.67667	0	0.445523	0.310809	0	2361.25	0.0367687	0	11.0537	0.784358	37.0786	32.9836	193832	1096.98	1.10589	0.0593253	0.0593253	181.193	142.12	24.402	47.6744	22.4897	48.4961	1033.23	24.9046	48.6269	1033.23	24.7155	48.6354	174.097	37.9904	2.55144	0	2.55144	0	0.333577	-1.23409	0.165937	0	0.150115	0.0861826	0.0462106	0.0439143	0	0.044996	0	0.044996	0.15618	0.108303	1695.19	0.11561	3332.59	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
220.422	78467.8	105.882	41.4622	5011.87	34215.8	108.753	109.135	119.777	92.8191	4390.12	737.986	3.97287	4.66766	0	0.442308	0.310757	0	2361.25	0.0367687	0	11.0537	0.78449	37.0788	32.9832	204474	1345.77	1.17682	0.0588084	0.0588084	181.295	142.224	24.3257	47.6354	22.3779	48.509	1033.23	24.7823	48.6251	1033.23	24.595	48.6287	174.097	37.9904	2.55153	0	2.55153	0	0.356128	9.3677	0.165159	0	0.149828	0.0859205	0.0462581	0.0434892	0	0.0446485	0	0.0446485	0.155998	0.108009	1692.7	0.114961	3335.08	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
221.433	78467.8	105.882	41.351	5011.11	34216.6	119.651	109.062	119.686	92.781	4378.34	737.984	3.97587	4.66093	0	0.439181	0.311876	0	2361.25	0.0367687	0	11.0537	0.784398	37.0791	32.9828	196047	1705.32	0.988153	0.0585665	0.0585665	181.237	142.162	24.1351	48.029	22.2823	48.6417	1033.23	24.6539	48.8045	1033.23	24.4676	48.8209	174.097	37.9904	2.55115	0	2.55115	0	0.354797	0.225508	0.164379	0	0.149549	0.0856791	0.0463035	0.0430841	0	0.0444314	0	0.0444314	0.155817	0.107725	1690.23	0.114311	3337.55	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
222.444	78467.8	105.882	41.2746	5010.34	34217.4	98.4146	108.998	119.617	92.7321	4370.25	737.984	3.93386	4.65628	0	0.437389	0.318233	0	2361.25	0.0367687	0	11.0537	0.782141	37.0793	32.9824	177432	1057.77	0.910997	0.0590452	0.0590452	179.637	140.501	24.0372	50.5509	22.144	48.6726	1033.23	24.533	48.7796	1033.23	24.3488	48.7932	174.097	37.9904	2.55042	0	2.55042	0	0.311493	-2.59851	0.163584	0	0.149271	0.0853605	0.0463482	0.0426817	0	0.0442131	0	0.0442131	0.155634	0.107439	1687.76	0.11365	3340.01	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
223.456	78467.8	105.882	41.2482	5009.57	34218.1	99.2701	108.966	119.585	92.7085	4367.46	737.984	3.92328	4.65457	0	0.434351	0.311347	0	2361.25	0.0367687	0	11.0537	0.782898	37.0796	32.982	193472	1098.71	1.10361	0.0590088	0.0590088	180.18	141.063	23.9421	47.7933	22.0078	48.6149	1033.23	24.4112	48.7421	1033.23	24.2293	48.7503	174.097	37.9904	2.55004	0	2.55004	0	0.325214	-1.21806	0.162826	0	0.14898	0.085078	0.0463945	0.0422685	0	0.0437097	0	0.0437097	0.155448	0.107146	1685.32	0.113021	3342.46	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
