Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Brain-Vascular-Rocuronium-Concentration(ug/mL)	Fat-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Fat-Vascular-Rocuronium-Concentration(ug/mL)	LeftKidney-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Rocuronium-Concentration(ug/mL)	RightKidney-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Rocuronium-Concentration(ug/mL)	Liver-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Liver-Vascular-Rocuronium-Concentration(ug/mL)	Rocuronium-MassInBody(ug)	Rocuronium-PlasmaConcentration(ug/mL)	Rocuronium-RemainingSystemicMassCleared(ug)	Rocuronium-Kidneys-PartitionCoefficient	Rocuronium-Brain-PartitionCoefficient	Rocuronium-RightLung-PartitionCoefficient	Rocuronium-LeftLung-PartitionCoefficient	Rocuronium-Liver-PartitionCoefficient	Rocuronium-Bone-PartitionCoefficient	Rocuronium-Fat-PartitionCoefficient	Rocuronium-Skin-PartitionCoefficient	Rocuronium-Muscle-PartitionCoefficient	Rocuronium-Spleen-PartitionCoefficient	Rocuronium-Gut-PartitionCoefficient	Rocuronium-Myocardium-PartitionCoefficient	Rocuronium-Liver-MassCleared(ug)	Rocuronium-Liver-MassExcreted(ug)	Rocuronium-Kidneys-MassCleared(ug)	Rocuronium-Kidneys-MassExcreted(ug)	
36.4	78467.8	72.973	77.1844	5090.06	34138.1	106.424	87.6491	106.521	64.0332	5632.38	738.158	5.43293	6.28771	9.54064	0.965989	0.280146	553.745	2361.25	0.0367687	3.83273	11.0537	0.842689	37.0373	33.0175	169072	2003.2	0.898668	0.0400333	0.0400333	234.606	197.7	87.1495	41.5454	42.3104	42.9169	1033.23	108.425	43.0763	1033.23	101.637	43.1604	174.097	37.9904	2.57879	0	2.57879	0	7.97127	-0.33908	0.96771	0	0.0415318	2.63138	0.00116661	0.409304	0	4.3848	0	4.3848	0.00585374	0.255667	49728.8	16.6302	271.202	1.09938	1.24365	1.10149	1.10149	1.16976	0.722716	0.139797	0.874229	1.23565	1.27006	1.09968	1.09179	0.000203041	0.0154107	0	nan
37.4111	78467.8	72.973	77.1461	5090.02	34138.2	95.9802	87.6247	106.481	64.0239	5629.58	738.158	5.49887	6.28529	9.54064	0.965445	0.280259	553.745	2361.25	0.0367687	3.83273	11.0537	0.837775	37.0375	33.0175	206975	1360.66	1.07683	0.0400333	0.0400333	228.807	191.689	85.7389	41.4264	42.2574	42.9261	1033.23	107.248	43.1262	1033.23	100.373	43.1857	174.097	37.9904	2.57887	0	2.57887	0	1.99281	1.35792	0.967085	0	0.0757336	3.65765	0.00227965	0.626628	0	6.26104	0	6.26104	0.0111778	0.394816	49688	16.3038	312	1.10149	1.24636	1.10344	1.10344	1.17226	0.724227	0.139871	0.8755	1.2384	1.27259	1.10176	1.09378	0.000473243	0.0363414	0	nan
38.4222	78467.8	72	77.1088	5090	34138.2	80.8018	87.2804	106.443	63.5777	5551.83	738.158	5.44201	6.27638	9.54064	0.964776	0.28163	553.745	2361.25	0.0367687	3.83273	11.0537	0.83579	37.0377	33.0176	176282	847.171	1.0923	0.0400333	0.0400333	226.548	189.346	86.0921	41.7777	42.3272	42.8511	1033.23	106.184	43.0079	1033.23	99.243	43.0388	174.097	37.9904	2.57819	0	2.57819	0	5.84617	-0.244333	0.966587	0	0.116805	4.50415	0.00374948	0.845526	0	7.96389	0	7.96389	0.0186815	0.541872	49649.7	16.0522	350.223	1.10091	1.24561	1.1029	1.1029	1.17158	0.723813	0.139851	0.875152	1.23764	1.27189	1.10119	1.09323	0.000949665	0.0727981	0	nan
39.4333	78467.8	72.973	77.1654	5090	34138.2	70.4928	87.3968	106.162	63.5001	5630.99	738.158	5.37481	6.29576	9.54064	0.964221	0.282679	553.745	2361.25	0.0367687	3.83273	11.0537	0.834639	37.0379	33.0176	139547	662.851	0.888279	0.0400333	0.0400333	225.261	188.011	85.2297	42.0356	42.261	42.8824	1033.23	105.176	43.1282	1033.23	98.1565	43.1569	174.097	37.9904	2.57745	4.11194e-21	2.57745	0	0.0847216	-0.994288	0.966099	0	0.163122	5.19375	0.00555706	1.06151	0	9.5597	0	9.5597	0.0284579	0.693012	49613.8	15.8131	386.116	1.10066	1.24529	1.10267	1.10267	1.17127	0.72363	0.139842	0.874998	1.23731	1.27159	1.10094	1.09299	0.00170685	0.129965	0	nan
40.4444	78467.8	72.973	77.4703	5090.03	34138.2	81.0417	87.7178	106.64	64.0545	5653.24	738.158	5.37903	6.30112	9.54064	0.964232	0.293859	553.745	2361.25	0.0367687	3.83273	11.0537	0.844301	37.038	33.0177	111272	1029.02	0.664849	0.0400333	0.0400333	236.597	199.759	84.8212	45.9396	42.2767	42.9712	1033.23	104.214	43.2255	1033.23	97.1411	43.2503	174.097	37.9904	2.57708	0	2.57708	0	4.44962	-2.15312	0.965599	0	0.214196	5.76218	0.00772309	1.27585	0	11.1417	0	11.1417	0.0406032	0.847505	49579.9	15.5753	419.91	1.08097	1.22002	1.08449	1.08449	1.14792	0.709529	0.139149	0.863138	1.21163	1.24799	1.08158	1.07441	0.00282413	0.213535	0	nan
41.4556	78467.8	72.973	77.3308	5090.03	34138.2	106.428	87.74	106.691	64.0585	5643.06	738.158	5.44322	6.29506	9.54064	0.96233	0.28368	553.745	2361.25	0.0367687	3.83273	11.0537	0.841542	37.0382	33.0178	182870	1930.89	0.959355	0.0400333	0.0400333	233.251	196.291	83.1106	42.1741	42.2251	42.991	1033.23	102.906	43.3442	1033.23	95.7828	43.3646	174.097	37.9904	2.57705	0	2.57705	0	7.21761	0.463331	0.964938	0	0.278696	6.2887	0.0107166	1.5224	0	12.4996	0	12.4996	0.0556775	1.02035	49547.9	15.2712	451.811	1.10196	1.24696	1.10388	1.10388	1.17282	0.724566	0.139888	0.875785	1.23901	1.27315	1.10222	1.09423	0.00438464	0.333674	0	nan
42.4667	78467.8	72.973	77.265	5090	34138.2	92.5235	87.7095	106.638	64.0491	5638.26	738.158	5.50022	6.29325	9.54064	0.961361	0.283472	553.745	2361.25	0.0367687	3.83273	11.0537	0.83698	37.0384	33.0178	203751	1211.85	1.11291	0.0400333	0.0400333	227.92	190.765	83.6233	42.0425	42.2362	42.9664	1033.23	101.808	43.3166	1033.23	94.5938	43.3282	174.097	37.9904	2.57711	0	2.57711	0	1.12186	1.21602	0.964441	0	0.347069	6.65536	0.0142093	1.76043	0	13.3473	0	13.3473	0.0733792	1.19168	49517.5	15.0501	482.006	1.10312	1.24845	1.10494	1.10494	1.17419	0.725393	0.139928	0.87648	1.24052	1.27454	1.10336	1.09532	0.00647323	0.495075	0	nan
43.4778	78467.8	72.973	77.2419	5089.97	34138.2	77.8861	87.6888	106.595	64.0454	5636.57	738.158	5.42109	6.29171	9.54064	0.960708	0.284349	553.745	2361.25	0.0367687	3.83273	11.0537	0.835293	37.0386	33.0179	167253	780.367	1.04521	0.0400333	0.0400333	226.013	188.787	82.9816	42.3003	42.1762	42.9565	1033.23	100.723	43.1975	1033.23	93.4548	43.1957	174.097	37.9904	2.57626	0	2.57626	0	3.03377	-1.63794	0.964019	0	0.413481	6.90289	0.017912	1.9752	0	13.9868	0	13.9868	0.0933421	1.35334	49488.6	14.867	510.658	1.10231	1.24741	1.1042	1.1042	1.17324	0.724817	0.1399	0.875996	1.23947	1.27357	1.10257	1.09456	0.00917132	0.701003	0	nan
44.4889	78467.8	72.973	77.2131	5089.97	34138.2	67.8734	87.6693	106.556	64.0407	5634.47	738.158	5.36087	6.28964	9.54064	0.960131	0.284996	553.745	2361.25	0.0367687	3.83273	11.0537	0.834158	37.0387	33.018	128504	631.288	0.826668	0.0400333	0.0400333	224.75	187.477	81.658	42.4861	42.1477	42.9999	1033.23	99.7859	43.2891	1033.23	92.4513	43.292	174.097	37.9904	2.57559	0	2.57559	0	-0.0167871	-0.687772	0.963616	0	0.478129	7.07325	0.0218017	2.17143	0	14.4535	0	14.4535	0.115443	1.5065	49461.1	14.6964	537.925	1.10179	1.24674	1.10372	1.10372	1.17262	0.724444	0.139882	0.875682	1.23879	1.27295	1.10206	1.09407	0.0125572	0.956285	0	nan
45.5	78467.8	72.973	77.1399	5090	34138.2	99.0546	87.623	106.477	64.0241	5629.13	738.158	5.40176	6.28497	9.54064	0.958962	0.287493	553.745	2361.25	0.0367687	3.83273	11.0537	0.845481	37.0389	33.018	125877	1800.47	0.7234	0.0400333	0.0400333	238.084	201.296	81.2485	43.3351	42.1594	43.0941	1033.23	98.7391	43.4032	1033.23	91.364	43.4094	174.097	37.9904	2.57539	0	2.57539	0	6.47255	-1.86266	0.963179	0	0.54508	7.21936	0.0261221	2.36461	0	14.9253	0	14.9253	0.139842	1.65805	49434.8	14.5153	563.946	1.09728	1.24095	1.09955	1.09955	1.16727	0.721213	0.139723	0.872965	1.23291	1.26754	1.09762	1.08981	0.0167063	1.26925	0	nan
46.5111	78467.8	72	77.1035	5090	34138.2	104.654	87.2792	106.44	63.5781	5551.45	738.158	5.46039	6.27612	9.54064	0.957862	0.285051	553.745	2361.25	0.0367687	3.83273	11.0537	0.8403	37.0391	33.0181	194589	1788.63	1.0113	0.0400333	0.0400333	231.799	194.78	79.4654	42.4323	42.1592	43.1234	1033.23	97.4841	43.4619	1033.23	90.0679	43.4653	174.097	37.9904	2.57538	0	2.57538	0	5.89769	0.945791	0.96271	0	0.6206	7.30218	0.0313709	2.56862	0	14.9907	0	14.9907	0.16705	1.81469	49409.5	14.3259	588.83	1.10277	1.248	1.10462	1.10462	1.17378	0.725145	0.139916	0.876272	1.24007	1.27412	1.10302	1.09499	0.0216944	1.65428	0	nan
47.5222	78467.8	72.973	77.161	5089.97	34138.2	89.0761	87.3961	106.16	63.4997	5630.67	738.158	5.48882	6.29555	9.54064	0.956887	0.284737	553.745	2361.25	0.0367687	3.83273	11.0537	0.836338	37.0393	33.0182	196322	1089.51	1.15713	0.0400333	0.0400333	227.214	190.027	79.1944	42.2976	42.1924	43.0732	1033.23	96.4439	43.4228	1033.23	88.9493	43.4218	174.097	37.9904	2.57528	0	2.57528	0	1.20793	1.02565	0.962316	0	0.693748	7.33079	0.0368428	2.75474	0	15.0229	0	15.0229	0.196197	1.96171	49385.2	14.1704	612.679	1.1036	1.24907	1.10539	1.10539	1.17477	0.725739	0.139945	0.876772	1.24115	1.27512	1.10383	1.09577	0.0275906	2.10707	0	nan
48.5333	78467.8	72	77.3957	5089.95	34138.2	75.7514	87.133	106.264	63.9246	5572.49	738.158	5.40641	6.3006	0	0.956024	0.28542	0	2361.25	0.0367687	0	11.0537	0.834825	37.0394	33.0182	159822	740.278	1.00534	0.0400333	0.0400333	225.514	188.265	78.7751	42.5102	42.1087	43.1061	1033.23	95.3608	43.3334	1033.23	87.8186	43.3253	174.097	37.9904	2.57439	0	2.57439	0	1.81578	-1.60235	0.961953	0	0.762821	7.33341	0.0423658	2.92175	0	15.0372	0	15.0372	0.226987	2.09785	49361.8	14.0295	635.578	1.10282	1.24806	1.10466	1.10466	1.17383	0.725176	0.139918	0.876298	1.24012	1.27417	1.10306	1.09503	0.0344591	2.62898	0	nan
49.5444	78467.8	72.973	77.4677	5089.96	34138.2	66.386	87.7181	106.64	64.0554	5653.05	738.158	5.35046	6.30102	0	0.955259	0.285941	0	2361.25	0.0367687	0	11.0537	0.833712	37.0396	33.0183	122074	615.91	0.790541	0.0400333	0.0400333	224.281	186.985	77.6334	42.6691	42.1515	43.154	1033.23	94.4477	43.4173	1033.23	86.8504	43.4142	174.097	37.9904	2.57375	0	2.57375	0	-0.305435	-0.548654	0.961605	0	0.828239	7.31995	0.0479146	3.07249	0	15.0065	0	15.0065	0.259271	2.22406	49339.1	13.8976	657.614	1.10228	1.24736	1.10416	1.10416	1.17319	0.72479	0.139899	0.875973	1.23942	1.27353	1.10253	1.09452	0.0423612	3.22297	0	nan
50.5556	78467.8	72.973	77.2637	5089.99	34138.2	103.913	87.7105	106.638	64.0504	5638.16	738.158	5.41122	6.29323	0	0.953635	0.286657	0	2361.25	0.0367687	0	11.0537	0.843651	37.0398	33.0183	142335	1990.82	0.790941	0.0400333	0.0400333	235.851	198.976	76.8296	42.903	42.1099	43.2496	1033.23	93.3546	43.5497	1033.23	85.7369	43.5515	174.097	37.9904	2.57365	0	2.57365	0	6.4247	-1.26019	0.961241	0	0.896862	7.31839	0.0540655	3.22481	0	14.9867	0	14.9867	0.293565	2.3495	49317.2	13.7618	678.86	1.10104	1.24578	1.10302	1.10302	1.17173	0.723903	0.139855	0.875228	1.23781	1.27205	1.10131	1.09335	0.0513544	3.90521	0	nan
51.5667	78467.8	72.973	77.2411	5089.97	34138.2	102.447	87.6901	106.596	64.0468	5636.51	738.158	5.47635	6.29171	0	0.952501	0.285519	0	2361.25	0.0367687	0	11.0537	0.83906	37.0401	33.0184	204281	1634.32	1.06083	0.0400333	0.0400333	230.368	193.293	75.4517	42.4845	42.1208	43.2822	1033.23	92.1429	43.5792	1033.23	84.4952	43.5776	174.097	37.9904	2.5737	0	2.5737	0	4.58728	1.10186	0.96086	0	0.971224	7.26621	0.0611428	3.37921	0	14.7476	0	14.7476	0.33021	2.47487	49295.9	13.6225	699.376	1.10337	1.24877	1.10518	1.10518	1.1745	0.725576	0.139937	0.876634	1.24085	1.27484	1.10361	1.09556	0.0614976	4.691	0	nan
52.5778	78467.8	72.973	77.2126	5089.93	34138.2	84.4508	87.6707	106.558	64.0421	5634.43	738.158	5.46369	6.28966	0	0.951423	0.285674	0	2361.25	0.0367687	0	11.0537	0.835502	37.0403	33.0185	186321	937.427	1.14704	0.0400333	0.0400333	226.294	189.069	75.4413	42.5049	42.129	43.2243	1033.23	91.1418	43.4307	1033.23	83.4364	43.4162	174.097	37.9904	2.57332	0	2.57332	0	5.03279	6.50225	0.960503	0	1.04049	7.20088	0.068132	3.51521	0	14.5877	0	14.5877	0.367985	2.58874	49275.2	13.4941	719.214	1.10371	1.2492	1.10548	1.10548	1.17489	0.725815	0.139949	0.876835	1.24129	1.27524	1.10394	1.09587	0.0728412	5.56189	0	nan
53.5889	78467.8	72.973	77.1771	5089.93	34138.3	72.4195	87.6484	106.518	64.0347	5631.84	738.158	5.38877	6.28737	0	0.950478	0.286295	0	2361.25	0.0367687	0	11.0537	0.834149	37.0405	33.0185	147163	687.82	0.935026	0.0400333	0.0400333	224.785	187.504	74.6545	42.6986	42.0466	43.2739	1033.23	90.0945	43.5031	1033.23	82.3494	43.495	174.097	37.9904	2.57252	0	2.57252	0	0.862394	-1.22307	0.960165	0	1.10451	7.1382	0.0749208	3.63475	0	14.4467	0	14.4467	0.406605	2.69163	49255	13.375	738.427	1.103	1.24829	1.10483	1.10483	1.17405	0.725306	0.139924	0.876408	1.24036	1.27439	1.10324	1.0952	0.0854282	6.51598	0	nan
54.6	78467.8	72.973	77.1398	5089.95	34138.2	64.0158	87.6245	106.478	64.0256	5629.12	738.158	5.36384	6.285	0	0.94942	0.286776	0	2361.25	0.0367687	0	11.0537	0.833086	37.0407	33.0186	113484	594.85	0.678129	0.0400333	0.0400333	223.615	186.291	74.1272	42.8447	42.0759	43.3822	1033.23	89.2103	43.5761	1033.23	81.4244	43.572	174.097	37.9904	2.57203	0	2.57203	0	0.594799	-1.21748	0.959842	0	1.16485	7.07552	0.0815996	3.74168	0	14.2939	0	14.2939	0.446021	2.78544	49235.3	13.263	757.066	1.10251	1.24767	1.10438	1.10438	1.17347	0.724959	0.139907	0.876116	1.23973	1.27381	1.10276	1.09474	0.0992973	7.55613	0	nan
55.6111	78467.8	72.973	77.1609	5089.98	34138.2	105.701	87.3975	106.161	63.4996	5630.66	738.158	5.42239	6.29558	0	0.94725	0.286677	0	2361.25	0.0367687	0	11.0537	0.84183	37.0409	33.0187	157525	2028.86	0.851381	0.0400333	0.0400333	233.67	196.71	73.5255	42.7891	42.0408	43.4136	1033.23	88.0772	43.7118	1033.23	80.2998	43.7112	174.097	37.9904	2.57195	0	2.57195	0	6.03216	-0.55738	0.959521	0	1.23036	7.02828	0.0891547	3.85331	0	14.1179	0	14.1179	0.487173	2.88019	49216	13.1535	775.173	1.10288	1.24814	1.10472	1.10472	1.17391	0.725224	0.13992	0.876338	1.24021	1.27425	1.10313	1.09509	0.114484	8.71397	0	nan
56.6222	78467.8	72	77.3955	5089.96	34138.2	98.6226	87.1342	106.265	63.926	5572.47	738.158	5.48782	6.30062	0	0.94589	0.285649	0	2361.25	0.0367687	0	11.0537	0.837324	37.0411	33.0187	207254	1474.21	1.07939	0.0400333	0.0400333	228.385	191.232	72.1251	42.3928	42.0533	43.4465	1033.23	86.9189	43.7155	1033.23	79.1315	43.7105	174.097	37.9904	2.57202	0	2.57202	0	3.88662	1.25121	0.959168	0	1.29866	6.93717	0.0974122	3.96028	0	13.8292	0	13.8292	0.529881	2.97126	49197.1	13.035	792.783	1.10532	1.25127	1.10697	1.10697	1.1768	0.726969	0.140006	0.877806	1.24339	1.27718	1.10552	1.09739	0.131025	9.99276	0	nan
57.6333	78467.8	72.973	77.4673	5089.92	34138.2	81.876	87.7192	106.641	64.0567	5653.02	738.158	5.44487	6.30103	0	0.944692	0.286508	0	2361.25	0.0367687	0	11.0537	0.834823	37.0413	33.0188	179586	867.939	1.11601	0.0400333	0.0400333	225.557	188.3	71.7188	42.6736	41.8994	43.3906	1033.23	85.9156	43.5565	1033.23	78.1009	43.5379	174.097	37.9904	2.57143	0	2.57143	0	4.53972	0.565725	0.958815	0	1.36153	6.84822	0.105376	4.05271	0	13.6401	0	13.6401	0.572984	3.05209	49178.6	12.9185	809.928	1.10402	1.24961	1.10578	1.10578	1.17527	0.726042	0.13996	0.877026	1.2417	1.27562	1.10425	1.09617	0.148952	11.3639	0	nan
58.6444	78467.8	72.973	77.3284	5089.92	34138.3	70.6497	87.7416	106.692	64.0608	5642.88	738.158	5.37511	6.29499	0	0.943475	0.287115	0	2361.25	0.0367687	0	11.0537	0.833535	37.0415	33.0188	140044	663.501	0.895579	0.0400333	0.0400333	224.13	186.82	71.1048	42.8606	41.9231	43.4409	1033.23	84.9252	43.6699	1033.23	77.0807	43.6609	174.097	37.9904	2.57067	0	2.57067	0	0.857926	-0.987612	0.958481	0	1.4196	6.76846	0.113026	4.13323	0	13.4632	0	13.4632	0.616325	3.12389	49160.4	12.81	826.642	1.10337	1.24877	1.10518	1.10518	1.17449	0.725575	0.139937	0.876633	1.24085	1.27484	1.10361	1.09556	0.168289	12.8255	0	nan
59.6556	78467.8	72.973	77.2402	5089.94	34138.2	80.8408	87.6907	106.595	64.0478	5636.45	738.158	5.37956	6.29168	0	0.942431	0.297908	0	2361.25	0.0367687	0	11.0537	0.841963	37.0417	33.0189	111153	1023.35	0.666571	0.0400333	0.0400333	233.851	196.894	70.6687	46.7372	41.9294	43.5452	1033.23	84.0293	43.7608	1033.23	76.17	43.7562	174.097	37.9904	2.57031	0	2.57031	0	2.47989	-2.18112	0.958165	0	1.47484	6.70215	0.120554	4.20593	0	13.3893	0	13.3893	0.659984	3.18908	49142.5	12.7093	842.957	1.08344	1.22319	1.08677	1.08677	1.15085	0.711297	0.139236	0.864625	1.21485	1.25095	1.08401	1.07674	0.189056	14.3831	0	nan
60.6667	78467.8	72.973	77.2115	5089.95	34138.2	106.317	87.6711	106.557	64.043	5634.35	738.158	5.44453	6.28962	0	0.939582	0.287165	0	2361.25	0.0367687	0	11.0537	0.839691	37.0419	33.019	182419	1928.68	0.960895	0.0400333	0.0400333	231.155	194.099	69.1162	42.8252	41.8366	43.5768	1033.23	82.8914	43.8743	1033.23	75.0684	43.8705	174.097	37.9904	2.57031	0	2.57031	0	5.18934	0.373269	0.957844	0	1.53737	6.62693	0.129387	4.28298	0	13.0367	0	13.0367	0.705456	3.25642	49124.8	12.6081	858.898	1.10406	1.24965	1.10581	1.10581	1.17531	0.726065	0.139961	0.877046	1.24174	1.27566	1.10428	1.0962	0.211277	16.0977	0	nan
61.6778	78467.8	72.973	77.1759	5089.92	34138.2	92.4883	87.6486	106.517	64.0356	5631.75	738.158	5.50265	6.28732	0	0.938012	0.286747	0	2361.25	0.0367687	0	11.0537	0.83559	37.0421	33.0191	203487	1212.29	1.11343	0.0400333	0.0400333	226.439	189.21	68.6382	42.6519	41.8541	43.5623	1033.23	81.8256	43.8551	1033.23	74.0115	43.846	174.097	37.9904	2.57038	0	2.57038	0	2.71682	1.18448	0.957481	0	1.59815	6.5296	0.138321	4.35054	0	12.7811	0	12.7811	0.751435	3.31704	49107.4	12.4959	874.486	1.1051	1.25098	1.10677	1.10677	1.17654	0.72681	0.139998	0.877672	1.2431	1.27691	1.1053	1.09718	0.234972	17.9284	0	nan
62.6889	78467.8	72.973	77.1385	5089.89	34138.3	77.8492	87.6247	106.478	64.0264	5629.02	738.158	5.42389	6.28494	0	0.936557	0.287498	0	2361.25	0.0367687	0	11.0537	0.833926	37.0423	33.0191	166993	780.123	1.04828	0.0400333	0.0400333	224.583	187.286	68.3219	42.8879	41.7126	43.5576	1033.23	80.8247	43.7402	1033.23	73.0183	43.7216	174.097	37.9904	2.56953	0	2.56953	0	3.2771	-1.70877	0.957125	0	1.65353	6.44243	0.146757	4.40748	0	12.5962	0	12.5962	0.79715	3.3692	49090.2	12.3874	889.74	1.10422	1.24986	1.10596	1.10596	1.1755	0.726181	0.139967	0.877143	1.24195	1.27586	1.10444	1.09635	0.260152	19.8478	0	nan
63.7	78467.8	72	77.1021	5089.9	34138.3	68.2615	87.2807	106.44	63.5803	5551.35	738.158	5.36405	6.27609	0	0.935124	0.288031	0	2361.25	0.0367687	0	11.0537	0.832758	37.0425	33.0192	130156	636.27	0.839057	0.0400333	0.0400333	223.299	185.954	67.417	43.0491	41.7105	43.6054	1033.23	79.9017	43.8396	1033.23	72.0839	43.8287	174.097	37.9904	2.56887	0	2.56887	0	0.799844	-0.752893	0.95679	0	1.70481	6.36415	0.154792	4.45622	0	12.4163	0	12.4163	0.84255	3.41437	49073.2	12.2871	904.684	1.10369	1.24918	1.10547	1.10547	1.17487	0.725803	0.139948	0.876826	1.24127	1.27522	1.10392	1.09586	0.286821	21.8548	0	nan
64.7111	78467.8	72	77.3941	5089.94	34138.2	93.9878	87.1342	106.264	63.9266	5572.38	738.158	5.39095	6.30056	0	0.932837	0.292574	0	2361.25	0.0367687	0	11.0537	0.843128	37.0427	33.0192	117224	1570.49	0.690818	0.0400333	0.0400333	235.284	198.375	66.3823	44.6515	41.6605	43.7051	1033.23	78.9919	43.9436	1033.23	71.1884	43.937	174.097	37.9904	2.56861	0	2.56861	0	3.28883	-2.19827	0.956478	0	1.75529	6.30486	0.162904	4.50171	0	12.3263	0	12.3263	0.888033	3.4561	49056.4	12.1951	919.337	1.09499	1.23801	1.09743	1.09743	1.16455	0.719568	0.139642	0.871581	1.22991	1.26479	1.09536	1.08764	0.314982	23.9689	0	nan
65.7222	78467.8	72.973	77.466	5089.94	34138.2	105.566	87.7192	106.64	64.0573	5652.93	738.158	5.45567	6.30097	0	0.930218	0.287971	0	2361.25	0.0367687	0	11.0537	0.838305	37.0429	33.0193	193409	1830.68	1.01185	0.0400333	0.0400333	229.56	192.441	65.5299	42.9709	41.6757	43.7364	1033.23	77.8994	44.0251	1033.23	70.1596	44.0175	174.097	37.9904	2.56862	0	2.56862	0	4.527	0.72711	0.95614	0	1.81231	6.21861	0.172364	4.54703	0	11.9771	0	11.9771	0.935008	3.4987	49039.7	12.0968	933.715	1.10463	1.25039	1.10634	1.10634	1.17599	0.726477	0.139982	0.877392	1.24249	1.27635	1.10485	1.09675	0.344649	26.2626	0	nan
66.7333	78467.8	72.973	77.3272	5089.9	34138.3	89.308	87.7417	106.691	64.0614	5642.79	738.158	5.48893	6.29494	0	0.928347	0.287692	0	2361.25	0.0367687	0	11.0537	0.834624	37.0431	33.0194	197099	1089.92	1.1694	0.0400333	0.0400333	225.376	188.104	65.2991	42.8468	41.5563	43.6856	1033.23	76.8996	43.9994	1033.23	69.1939	43.9867	174.097	37.9904	2.56855	0	2.56855	0	2.2737	0.976836	0.95576	0	1.86629	6.12561	0.181631	4.58446	0	11.752	0	11.752	0.981851	3.53525	49023.1	11.988	947.831	1.10541	1.25138	1.10706	1.10706	1.17691	0.727033	0.140009	0.87786	1.24351	1.27728	1.10561	1.09748	0.375828	28.6643	0	nan
67.7444	78467.8	72.973	77.2618	5089.88	34138.3	75.9053	87.7113	106.638	64.0521	5638.03	738.158	5.40596	6.29316	0	0.926687	0.288409	0	2361.25	0.0367687	0	11.0537	0.83317	37.0433	33.0194	159953	744.603	1.01037	0.0400333	0.0400333	223.768	186.437	64.2504	43.0708	41.6284	43.7187	1033.23	75.9241	43.9157	1033.23	68.2594	43.8963	174.097	37.9904	2.56767	0	2.56767	0	2.6517	-1.66096	0.955393	0	1.91534	6.04514	0.190302	4.61492	0	11.5797	0	11.5797	1.02791	3.56536	49006.8	11.885	961.697	1.1046	1.25034	1.1063	1.1063	1.17594	0.726451	0.13998	0.87737	1.24245	1.27631	1.10481	1.09671	0.408515	31.1418	0	nan
